order_id,customer_id,order_date,product_category,product_tier,product_price_usd,quantity,items_in_cart,discount_pct,payment_method,shipping_method,customer_segment,acquisition_channel,device_type,warehouse_id,fulfillment_agent,coupon_used,days_since_last_visit,currency,returned,return_amount_usd,return_date,delivery_delay_days,support_tickets,refund_processing_cost_usd,restocking_cost_usd,gross_margin_usd,net_contribution_usd,repeat_purchase_90d,last_modified_at
ECM-00045,ECM-CUST-2285,2025-03-21,apparel,standard,42.43,5,3,0.0,card,standard,new,email,desktop,WH3,Agent 7,False,39,USD,False,0.0,,0,0,0.0,4.0,87.1,79.28,False,2025-03-28
ECM-00046,ECM-CUST-2846,2025-11-28,electronics,standard,74.5,1,3,0.1,buy_now_pay_later,express,new,email,mobile,WH2,Agent 8,False,0,USD,False,0.0,,0,0,0.0,14.38,19.94,4.22,False,2026-02-26
ECM-00047,ECM-CUST-0207,2025-07-10,electronics,standard,121.74,1,3,0.15,paypal,express,new,affiliate,tablet,WH1,Agent 2,False,14,USD,True,87.07,2025-08-03,1,0,0.0,10.25,-57.2,-69.64,False,2025-08-22
ECM-00048,ECM-CUST-0768,2025-08-02,toys,standard,23.37,2,4,0.1,card,express,returning,email,mobile,WH2,Agent 6,False,63,USD,False,0.0,,0,0,0.0,15.73,15.77,-0.81,True,2025-09-27
ECM-00049,ECM-CUST-1329,2024-02-17,electronics,standard,42.56,2,1,0.0,buy_now_pay_later,standard,new,paid_search,mobile,WH4,Agent 6,False,11,USD,False,0.0,,0,0,0.0,20.4,37.24,15.31,False,2024-02-23
ECM-00050,ECM-CUST-1890,2024-04-14,electronics,premium,18.37,2,4,0.1,paypal,standard,returning,affiliate,mobile,WH4,Agent 8,False,0,USD,False,0.0,,0,0,0.0,4.35,8.56,3.54,True,2024-05-22
ECM-00051,ECM-CUST-2451,2024-11-16,apparel,luxury,152.6,1,2,0.3,card,standard,new,paid_search,mobile,WH4,Agent 1,False,0,USD,False,0.0,,0,0,0.0,0.0,15.84,13.1,True,2024-12-20
ECM-00052,ECM-CUST-3012,2024-01-29,home_goods,standard,118.81,1,1,0.1,buy_now_pay_later,standard,returning,organic,mobile,WH1,Agent 2,False,34,USD,False,0.0,,0,0,0.0,8.07,39.68,29.47,True,2024-04-02
ECM-00053,ECM-CUST-0373,2024-04-12,apparel,standard,22.14,5,1,0.4,paypal,standard,new,affiliate,mobile,WH2,Agent 6,False,0,USD,False,0.0,,0,0,0.0,9.04,-0.13,-11.16,True,2024-06-27
ECM-00054,ECM-CUST-0934,2024-09-13,apparel,premium,13.8,6,1,0.15,card,next_day,returning,social,desktop,WH1,Agent 4,False,20,USD,False,0.0,,1,0,0.0,13.06,23.22,8.66,,2024-09-15
ECM-00055,ECM-CUST-1495,2025-08-24,electronics,standard,98.45,3,1,0.3,buy_now_pay_later,standard,new,email,mobile,WH1,Agent 6,False,22,USD,False,0.0,,0,0,0.0,3.12,6.06,-2.37,False,2025-11-17
ECM-00056,ECM-CUST-2056,2024-04-16,electronics,premium,119.37,2,3,0.2,paypal,standard,new,organic,mobile,WH1,Agent 2,True,1,USD,False,0.0,,0,0,0.0,11.76,53.46,37.4,,2024-07-12
ECM-00057,ECM-CUST-2617,2024-03-16,apparel,luxury,96.01,1,2,0.15,paypal,express,vip,affiliate,desktop,WH4,Agent 2,False,28,USD,False,0.0,,0,0,0.0,4.8,22.1,15.57,False,2024-04-12
ECM-00058,ECM-CUST-3178,2025-07-04,beauty,standard,46.94,1,2,0.15,paypal,standard,new,social,mobile,WH1,Agent 4,False,0,USD,False,0.0,,0,0,0.0,12.91,9.6,-4.16,False,2025-08-18
ECM-00059,ECM-CUST-0539,2025-04-11,electronics,premium,108.66,1,2,0.15,card,express,new,paid_search,mobile,WH1,Agent 2,False,64,USD,False,0.0,,0,0,0.0,16.88,22.23,3.4,False,2025-06-12
ECM-00060,ECM-CUST-1100,2024-09-01,apparel,premium,49.41,3,3,0.05,paypal,standard,vip,paid_search,desktop,WH1,Agent 7,False,68,USD,False,0.0,,0,0,0.0,1.62,52.53,48.24,True,2024-11-28
ECM-00061,ECM-CUST-1661,2025-06-17,home_goods,standard,72.13,2,2,0.1,card,standard,new,organic,mobile,WH3,Agent 1,False,36,USD,False,0.0,,0,0,0.0,3.53,37.93,31.8,True,2025-07-07
ECM-00062,ECM-CUST-2222,2024-09-11,electronics,standard,110.75,1,4,0.05,buy_now_pay_later,next_day,returning,organic,mobile,WH3,Agent 1,False,13,USD,False,0.0,,0,0,0.0,0.0,41.45,39.46,True,2024-10-03
ECM-00063,ECM-CUST-2783,2025-12-27,home_goods,standard,110.58,4,2,0.05,paypal,standard,new,paid_search,mobile,WH3,Agent 3,False,21,USD,False,0.0,,1,0,0.0,13.83,141.88,120.09,False,2026-03-10
ECM-00064,ECM-CUST-0144,2025-06-30,home_goods,standard,71.19,3,5,0.2,buy_now_pay_later,standard,vip,paid_search,desktop,WH1,Agent 4,False,42,USD,False,0.0,,0,0,0.0,0.19,30.0,24.68,False,2025-08-08
ECM-00065,ECM-CUST-0705,2024-11-10,apparel,premium,63.76,1,1,0.2,gift_card,standard,new,social,desktop,WH4,Agent 1,False,44,USD,False,0.0,,0,0,0.0,7.33,15.79,7.32,False,2024-12-15
ECM-00066,ECM-CUST-1266,2025-07-16,home_goods,premium,86.61,1,1,0.0,card,standard,vip,organic,mobile,WH1,Agent 2,False,7,USD,False,0.0,,0,0,0.0,7.46,31.01,21.99,,2025-10-06
ECM-00067,ECM-CUST-1827,2024-06-06,apparel,premium,54.29,2,5,0.4,card,standard,returning,social,mobile,WH1,Agent 2,False,8,USD,True,62.84,2024-07-04,0,0,0.0,8.78,-64.11,-75.5,False,2024-07-28
ECM-00068,ECM-CUST-2388,2024-09-04,apparel,premium,127.09,1,2,0.1,paypal,standard,new,paid_search,desktop,WH4,Agent 1,False,0,USD,False,0.0,,0,0,0.0,0.1,41.06,38.67,False,2024-09-24
ECM-00069,ECM-CUST-2949,2024-06-27,beauty,premium,44.54,1,5,0.05,card,standard,returning,paid_search,mobile,WH4,Agent 1,False,34,USD,False,0.0,,0,0,0.0,0.0,15.65,14.58,False,2024-07-16
ECM-00070,ECM-CUST-0310,2024-10-23,beauty,standard,31.83,4,3,0.3,paypal,standard,new,organic,mobile,WH4,Agent 8,True,53,USD,False,0.0,,0,0,0.0,3.93,4.96,-1.27,False,2025-01-16
ECM-00071,ECM-CUST-0871,2025-11-24,toys,standard,40.74,2,1,0.3,card,next_day,new,social,mobile,WH2,Agent 4,False,35,USD,False,0.0,,0,0,0.0,15.63,1.35,-15.75,False,2026-02-16
ECM-00072,ECM-CUST-1432,2024-01-05,beauty,standard,25.97,1,3,0.1,buy_now_pay_later,standard,returning,email,mobile,WH3,Agent 2,False,15,USD,False,0.0,,0,0,0.0,1.32,8.73,6.94,True,2024-01-14
ECM-00073,ECM-CUST-1993,2024-09-09,apparel,standard,72.5,1,1,0.1,card,express,new,organic,tablet,WH4,Agent 6,False,54,USD,False,0.0,,0,0,0.0,1.27,20.54,17.96,True,2024-09-19
ECM-00074,ECM-CUST-2554,2024-09-04,toys,luxury,135.19,1,5,0.2,card,standard,returning,email,desktop,WH4,Agent 2,False,1,USD,False,0.0,,0,0,0.0,1.53,23.98,19.21,True,2024-11-01
ECM-00075,ECM-CUST-3115,2024-07-17,apparel,luxury,63.65,5,1,0.3,buy_now_pay_later,next_day,new,paid_search,mobile,WH1,Agent 6,False,18,USD,True,194.57,2024-08-16,0,0,0.0,0.0,-168.52,-174.25,False,2024-10-07
ECM-00076,ECM-CUST-0476,2025-03-23,electronics,standard,110.83,3,2,0.05,paypal,standard,new,organic,desktop,WH1,Agent 2,False,38,USD,False,0.0,,0,0,0.0,8.85,100.36,85.53,True,2025-05-28
ECM-00077,ECM-CUST-1037,2025-04-23,toys,standard,47.94,1,5,0.15,card,standard,returning,paid_search,tablet,WH3,Agent 2,False,12,USD,False,0.0,,0,0,0.0,0.0,7.73,6.58,False,2025-05-30
ECM-00078,ECM-CUST-1598,2024-09-12,electronics,standard,71.71,1,6,0.2,buy_now_pay_later,standard,returning,organic,mobile,WH1,Agent 2,True,38,USD,False,0.0,,0,0,0.0,4.0,12.17,6.02,False,2024-09-16
ECM-00079,ECM-CUST-2159,2024-03-26,electronics,standard,86.23,1,6,0.05,gift_card,express,returning,affiliate,mobile,WH1,Agent 5,False,65,USD,False,0.0,,0,0,0.0,8.61,24.03,12.83,False,2024-03-27
ECM-00080,ECM-CUST-2720,2024-08-09,apparel,premium,61.3,3,3,0.3,card,express,returning,organic,desktop,WH4,Agent 8,False,47,USD,False,0.0,,0,0,0.0,0.0,25.71,22.4,True,2024-08-25
ECM-00081,ECM-CUST-0081,2025-06-06,toys,standard,12.15,1,3,0.0,buy_now_pay_later,next_day,new,organic,mobile,WH3,Agent 7,False,27,USD,False,0.0,,0,0,0.0,6.92,4.84,-2.3,True,2025-08-07
ECM-00082,ECM-CUST-0642,2025-11-30,electronics,standard,123.71,4,1,0.05,buy_now_pay_later,standard,vip,affiliate,mobile,WH3,Agent 7,False,51,USD,False,0.0,,0,0,0.0,0.0,192.91,184.01,False,2026-01-15
ECM-00083,ECM-CUST-1203,2025-06-06,beauty,standard,25.72,1,2,0.05,gift_card,standard,returning,affiliate,mobile,WH2,Agent 5,False,4,USD,False,0.0,,0,0,0.0,13.33,9.15,-4.64,False,2025-08-22
ECM-00084,ECM-CUST-1764,2025-11-06,apparel,standard,71.87,5,2,0.0,buy_now_pay_later,express,returning,organic,desktop,WH2,Agent 2,False,54,USD,False,0.0,,1,0,0.0,14.55,140.14,119.12,True,2025-11-28
ECM-00085,ECM-CUST-2325,2024-09-21,home_goods,premium,157.14,7,2,0.05,card,standard,new,paid_search,mobile,WH1,Agent 2,False,0,USD,False,0.0,,0,0,0.0,12.12,338.28,306.36,False,2024-12-11
ECM-00086,ECM-CUST-2886,2025-01-28,home_goods,luxury,133.64,1,3,0.1,buy_now_pay_later,standard,new,social,tablet,WH3,Agent 2,False,15,USD,False,0.0,,0,0,0.0,0.0,38.49,36.09,False,2025-02-23
ECM-00087,ECM-CUST-0247,2025-09-28,toys,premium,101.0,1,3,0.1,buy_now_pay_later,standard,new,paid_search,desktop,WH4,Agent 3,False,0,USD,False,0.0,,0,0,0.0,28.05,23.54,-6.33,False,2025-12-18
ECM-00088,ECM-CUST-0808,2024-02-10,electronics,standard,107.22,4,1,0.1,card,next_day,new,affiliate,desktop,WH1,Agent 6,False,0,USD,False,0.0,,0,0,0.0,8.93,114.88,98.24,True,2024-03-05
ECM-00089,ECM-CUST-1369,2025-06-02,home_goods,standard,71.36,1,4,0.05,buy_now_pay_later,next_day,returning,paid_search,mobile,WH3,Agent 3,False,39,USD,False,0.0,,0,0,0.0,26.46,19.93,-7.81,True,2025-08-01
ECM-00090,ECM-CUST-1930,2024-10-27,toys,standard,20.65,1,2,0.3,buy_now_pay_later,next_day,new,paid_search,mobile,WH2,Agent 2,False,0,USD,False,0.0,,0,0,0.0,0.0,0.55,0.17,False,2024-12-20
ECM-00091,ECM-CUST-2491,2024-08-08,apparel,premium,65.07,1,2,0.1,card,standard,returning,organic,mobile,WH1,Agent 6,True,17,USD,False,0.0,,0,0,0.0,15.59,19.59,2.83,False,2024-10-02
ECM-00092,ECM-CUST-3052,2024-05-13,electronics,premium,94.54,1,2,0.0,card,next_day,new,email,mobile,WH4,Agent 3,False,0,USD,True,78.06,2024-06-23,0,0,0.0,0.37,-41.58,-43.65,,2024-05-19
ECM-00093,ECM-CUST-0413,2025-01-21,home_goods,standard,68.0,1,6,0.15,card,standard,vip,organic,tablet,WH4,Agent 2,False,38,USD,False,0.0,,0,0,0.0,11.54,17.12,3.53,True,2025-02-23
ECM-00094,ECM-CUST-0974,2025-11-21,apparel,standard,62.88,3,6,0.2,card,next_day,returning,email,desktop,WH3,Agent 2,False,55,USD,False,0.0,,0,0,0.0,18.38,40.08,16.03,False,2025-12-27
ECM-00095,ECM-CUST-1535,2024-08-04,apparel,standard,29.41,3,1,0.0,buy_now_pay_later,standard,new,organic,desktop,WH1,Agent 4,True,0,USD,False,0.0,,0,0,0.0,3.04,37.3,32.67,True,2024-10-15
ECM-00096,ECM-CUST-2096,2025-03-16,electronics,premium,65.94,1,3,0.2,buy_now_pay_later,standard,returning,social,desktop,WH1,Agent 6,False,22,USD,True,48.56,2025-03-22,0,0,0.0,7.72,-34.23,-43.14,False,2025-03-23
ECM-00097,ECM-CUST-2657,2025-06-06,beauty,standard,38.84,1,1,0.0,paypal,standard,returning,email,tablet,WH3,Agent 5,False,0,USD,False,0.0,,0,0,0.0,12.21,12.79,-0.12,False,2025-08-31
ECM-00098,ECM-CUST-0018,2024-01-05,toys,standard,35.28,3,1,0.05,paypal,express,new,social,desktop,WH2,Agent 8,False,24,USD,False,0.0,,0,0,0.0,12.88,29.53,14.75,False,2024-02-09
ECM-00099,ECM-CUST-0579,2025-07-29,electronics,standard,72.25,1,3,0.3,buy_now_pay_later,standard,new,email,desktop,WH1,Agent 2,False,35,USD,False,0.0,,0,0,0.0,1.29,1.43,-1.16,False,2025-08-20
ECM-00100,ECM-CUST-1140,2024-06-24,home_goods,standard,66.57,2,1,0.15,buy_now_pay_later,next_day,new,social,desktop,WH1,Agent 3,False,0,USD,False,0.0,,0,0,0.0,8.83,21.93,10.7,,2024-08-09
ECM-00101,ECM-CUST-1701,17/04/2025,beauty,standard,36.47,2,1,0.1,gift_card,express,vip,paid_search,mobile,WH4,Agent 4,False,13,USD,False,0.0,,0,0,0.0,9.73,18.0,6.96,False,2025-07-14
ECM-00102,ECM-CUST-2262,2025-01-24,electronics,luxury,146.7,4,1,0.4,card,standard,new,social,desktop,WH2,Agent 2,True,19,USD,False,0.0,,0,0,0.0,24.19,21.72,-13.04,True,2025-01-25
ECM-00103,ECM-CUST-2823,2025-04-25,beauty,premium,16.26,1,1,0.05,paypal,standard,returning,paid_search,desktop,WH1,Agent 8,False,41,USD,False,0.0,,0,0,0.0,3.47,5.25,1.48,True,2025-05-15
ECM-00104,ECM-CUST-0184,2025-12-30,apparel,standard,26.25,2,6,0.1,card,express,returning,affiliate,mobile,WH3,Agent 2,False,2,USD,False,0.0,,1,0,0.0,7.73,15.82,6.52,,2026-03-02
ECM-00105,ECM-CUST-0745,2025-06-26,home_goods,standard,54.18,2,3,0.15,card,express,returning,social,mobile,WH4,Agent 7,False,21,USD,False,0.0,,0,0,0.0,15.75,24.03,6.33,False,2025-08-04
ECM-00106,ECM-CUST-1306,2025-01-30,home_goods,standard,70.96,5,1,0.1,card,standard,new,paid_search,mobile,WH1,Agent 2,False,53,USD,False,0.0,,0,0,0.0,17.69,111.01,86.93,False,2025-03-16
ECM-00107,ECM-CUST-1867,2024-05-08,beauty,standard,24.28,2,2,0.1,buy_now_pay_later,standard,new,social,mobile,WH3,Agent 4,False,0,USD,False,0.0,,0,0,0.0,11.49,15.91,3.54,False,2024-07-22
ECM-00108,ECM-CUST-2428,2025-11-16,beauty,standard,28.99,1,3,0.2,card,standard,vip,organic,desktop,WH4,Agent 8,False,22,USD,False,0.0,,0,0,0.0,13.52,7.2,-6.84,True,2025-12-16
ECM-00109,ECM-CUST-2989,2024-09-23,electronics,standard,94.17,1,3,0.15,paypal,standard,new,social,mobile,WH3,Agent 3,True,0,USD,False,0.0,,0,0,0.0,23.81,25.14,-0.36,True,2024-12-01
ECM-00110,ECM-CUST-0350,2024-12-25,home_goods,standard,21.8,1,6,0.1,card,standard,returning,email,mobile,WH1,Agent 2,False,25,USD,False,0.0,,0,0,0.0,2.36,6.99,3.98,True,2025-03-13
ECM-00111,ECM-CUST-0911,2024-02-10,electronics,standard,105.09,3,1,0.15,paypal,express,new,paid_search,mobile,WH3,Agent 2,False,0,USD,False,0.0,,0,0,0.0,8.71,72.82,58.43,True,2024-02-29
ECM-00112,ECM-CUST-1472,2024-11-16,apparel,standard,58.62,3,2,0.4,card,standard,new,paid_search,desktop,WH3,Agent 2,False,0,USD,False,0.0,,0,0,0.0,5.83,2.66,-6.34,True,2024-12-29
ECM-00113,ECM-CUST-2033,2024-07-20,apparel,standard,29.56,3,5,0.0,paypal,standard,returning,social,tablet,WH1,Agent 6,False,18,USD,False,0.0,,0,0,0.0,1.69,37.55,33.73,True,2024-09-16
ECM-00114,ECM-CUST-2594,2024-12-29,electronics,standard,114.15,2,2,0.15,buy_now_pay_later,express,new,email,mobile,WH2,Agent 2,False,12,USD,False,0.0,,0,0,0.0,23.68,50.69,22.9,False,2025-01-25
ECM-00115,ECM-CUST-3155,2024-10-31,electronics,standard,69.34,1,1,0.0,buy_now_pay_later,standard,new,email,desktop,WH4,Agent 2,False,20,USD,False,0.0,,0,0,0.0,9.57,25.0,14.17,False,2025-01-12
ECM-00116,ECM-CUST-0516,2024-03-04,home_goods,premium,136.48,1,3,0.1,card,standard,new,email,desktop,WH3,Agent 8,False,26,USD,False,0.0,,0,0,0.0,1.35,31.88,28.07,False,2024-04-21
ECM-00117,ECM-CUST-1077,2024-08-20,toys,standard,22.75,1,2,0.15,paypal,standard,vip,social,tablet,WH2,Agent 4,False,23,USD,False,0.0,,0,0,0.0,1.02,6.66,5.23,False,2024-11-05
