booking_id,booking_date,split_label,outcomes_final
SYN-00271,2025-10-18,future_holdout,true
SYN-00272,2024-12-13,development,true
SYN-00273,2025-09-10,future_holdout,true
SYN-00274,2025-08-23,future_holdout,true
SYN-00275,2025-07-02,future_holdout,true
SYN-00276,2025-11-29,future_holdout,true
SYN-00277,2024-05-17,development,true
SYN-00278,2025-11-18,future_holdout,true
SYN-00279,2024-09-09,development,true
SYN-00280,2025-02-21,validation,true
SYN-00281,2024-04-20,development,true
SYN-00282,2024-04-22,development,true
SYN-00283,2024-02-26,development,true
SYN-00284,2025-03-29,validation,true
SYN-00285,2025-05-16,validation,true
SYN-00286,2025-02-19,validation,true
SYN-00287,2025-01-15,validation,true
SYN-00288,2025-04-12,validation,true
SYN-00289,2024-08-25,development,true
SYN-00290,2025-06-06,validation,true
SYN-00291,2025-07-06,future_holdout,true
SYN-00292,2024-08-17,development,true
SYN-00293,2024-09-01,development,true
SYN-00294,2024-07-24,development,true
SYN-00295,2024-04-03,development,true
SYN-00296,2025-10-07,future_holdout,true
SYN-00297,2024-01-22,development,true
SYN-00298,2025-07-08,future_holdout,true
SYN-00299,2025-12-14,future_holdout,true
SYN-00300,2024-09-16,development,true
SYN-00301,2025-09-28,future_holdout,true
SYN-00302,2024-10-30,development,true
SYN-00303,2025-11-24,future_holdout,true
SYN-00304,2024-02-15,development,true
SYN-00305,2024-01-01,development,true
SYN-00306,2025-01-03,validation,true
SYN-00307,2024-05-28,development,true
SYN-00308,2025-09-14,future_holdout,true
SYN-00309,2025-07-14,future_holdout,true
SYN-00310,2024-08-11,development,true
SYN-00311,2025-07-02,future_holdout,true
SYN-00312,2025-06-11,validation,true
SYN-00313,2024-08-16,development,true
SYN-00314,2024-10-07,development,true
SYN-00315,2024-12-16,development,true
SYN-00316,2024-12-04,development,true
SYN-00317,2024-02-16,development,true
SYN-00318,2025-12-01,future_holdout,true
SYN-00319,2024-08-20,development,true
SYN-00320,2024-05-31,development,true
SYN-00321,2025-04-02,validation,true
SYN-00322,2025-04-09,validation,true
SYN-00323,2025-12-18,future_holdout,true
SYN-00324,2024-02-22,development,true
SYN-00325,2025-01-29,validation,true
SYN-00326,2024-02-24,development,true
SYN-00327,2024-12-19,development,true
SYN-00328,2024-03-24,development,true
SYN-00329,2024-03-23,development,true
SYN-00330,2025-05-26,validation,true
SYN-00331,2025-08-31,future_holdout,true
SYN-00332,2024-04-21,development,true
SYN-00333,2025-11-25,future_holdout,true
SYN-00334,2025-12-17,future_holdout,true
SYN-00335,2025-12-07,future_holdout,true
SYN-00336,2025-07-03,future_holdout,true
SYN-00337,2024-08-26,development,true
SYN-00338,2025-02-01,validation,true
SYN-00339,2025-07-30,future_holdout,true
SYN-00340,2024-04-28,development,true
SYN-00341,2024-05-20,development,true
SYN-00342,2025-05-28,validation,true
SYN-00343,2025-04-29,validation,true
SYN-00344,2024-10-15,development,true
SYN-00345,2025-09-29,future_holdout,true
SYN-00346,2024-07-07,development,true
SYN-00347,2025-07-05,future_holdout,true
SYN-00348,2024-05-30,development,true
SYN-00349,2024-08-24,development,true
SYN-00350,2024-03-09,development,true
SYN-00351,2024-11-24,development,true
SYN-00352,2024-07-12,development,true
SYN-00353,2025-07-12,future_holdout,true
SYN-00354,2024-11-28,development,true
SYN-00355,2025-09-24,future_holdout,true
SYN-00356,2025-03-23,validation,true
SYN-00357,2025-02-14,validation,true
SYN-00358,2025-10-14,future_holdout,true
SYN-00359,2024-04-28,development,true
SYN-00360,2025-08-24,future_holdout,true
SYN-00361,2025-07-01,future_holdout,true
SYN-00362,2025-07-23,future_holdout,true
SYN-00363,2025-10-25,future_holdout,true
SYN-00364,2025-03-27,validation,true
SYN-00365,2025-01-16,validation,true
SYN-00366,2024-05-27,development,true
SYN-00367,2024-09-09,development,true
SYN-00368,2024-01-30,development,true
SYN-00369,2025-03-03,validation,true
SYN-00370,2024-12-21,development,true
SYN-00371,2025-07-06,future_holdout,true
SYN-00372,2025-09-05,future_holdout,true
SYN-00373,2024-12-06,development,true
SYN-00374,2024-04-19,development,true
SYN-00375,2024-01-02,development,true
SYN-00376,2025-12-13,future_holdout,true
SYN-00377,2025-03-18,validation,true
SYN-00378,2024-05-21,development,true
SYN-00379,2025-02-08,validation,true
SYN-00380,2025-06-03,validation,true
SYN-00381,2024-09-12,development,true
SYN-00382,2024-05-25,development,true
SYN-00383,2024-10-07,development,true
SYN-00384,2024-03-20,development,true
SYN-00385,2024-07-14,development,true
SYN-00386,2025-04-14,validation,true
SYN-00387,2025-03-15,validation,true
SYN-00388,2024-04-17,development,true
SYN-00389,2025-05-13,validation,true
SYN-00390,2024-12-28,development,true
SYN-00391,2025-06-10,validation,true
SYN-00392,2024-11-22,development,true
SYN-00393,2024-11-30,development,true
SYN-00394,2024-12-26,development,true
SYN-00395,2024-02-18,development,true
SYN-00396,2024-10-30,development,true
SYN-00397,2025-08-22,future_holdout,true
SYN-00398,2025-08-18,future_holdout,true
SYN-00399,2024-11-07,development,true
SYN-00400,2025-07-28,future_holdout,true
SYN-00401,2025-12-06,future_holdout,true
SYN-00402,2024-08-13,development,true
SYN-00403,2025-06-24,validation,true
SYN-00404,2024-11-18,development,true
SYN-00405,2024-02-16,development,true
SYN-00406,2025-11-24,future_holdout,true
SYN-00407,2024-04-15,development,true
SYN-00408,2024-11-03,development,true
SYN-00409,2025-02-09,validation,true
SYN-00410,2025-10-14,future_holdout,true
SYN-00411,2024-09-20,development,true
SYN-00412,2025-05-21,validation,true
SYN-00413,2025-02-01,validation,true
SYN-00414,2024-09-27,development,true
SYN-00415,2024-12-27,development,true
SYN-00416,2025-05-24,validation,true
SYN-00417,2024-06-11,development,true
SYN-00418,2025-05-28,validation,true
SYN-00419,2024-07-19,development,true
SYN-00420,2024-09-14,development,true
SYN-00421,2024-06-14,development,true
SYN-00422,2025-02-27,validation,true
SYN-00423,2024-04-27,development,true
SYN-00424,2024-03-16,development,true
SYN-00425,2024-02-23,development,true
SYN-00426,2025-06-20,validation,true
SYN-00427,2025-12-21,future_holdout,true
SYN-00428,2025-08-27,future_holdout,true
SYN-00429,2024-05-26,development,true
SYN-00430,2025-11-06,future_holdout,true
SYN-00431,2025-06-09,validation,true
SYN-00432,2024-03-29,development,true
SYN-00433,2024-08-24,development,true
SYN-00434,2025-06-13,validation,true
SYN-00435,2024-01-15,development,true
SYN-00436,2024-07-22,development,true
SYN-00437,2024-12-31,development,true
SYN-00438,2025-09-01,future_holdout,true
SYN-00439,2025-01-31,validation,true
SYN-00440,2024-03-03,development,true
SYN-00441,2025-08-16,future_holdout,true
SYN-00442,2025-01-24,validation,true
SYN-00443,2024-06-23,development,true
SYN-00444,2024-03-26,development,true
SYN-00445,2024-08-30,development,true
SYN-00446,2024-04-12,development,true
SYN-00447,2024-07-01,development,true
SYN-00448,2024-09-04,development,true
SYN-00449,2024-06-26,development,true
SYN-00450,2025-12-06,future_holdout,true
SYN-00451,2024-05-11,development,true
SYN-00452,2025-09-16,future_holdout,true
SYN-00453,2024-04-12,development,true
SYN-00454,2025-11-17,future_holdout,true
SYN-00455,2024-08-29,development,true
SYN-00456,2025-04-30,validation,true
SYN-00457,2024-01-07,development,true
SYN-00458,2024-05-23,development,true
SYN-00459,2024-09-22,development,true
SYN-00460,2025-02-15,validation,true
SYN-00461,2025-07-13,future_holdout,true
SYN-00462,2025-02-08,validation,true
SYN-00463,2025-08-29,future_holdout,true
SYN-00464,2025-01-29,validation,true
SYN-00465,2024-03-27,development,true
SYN-00466,2024-01-06,development,true
SYN-00467,2024-01-02,development,true
SYN-00468,2024-09-15,development,true
SYN-00469,2025-08-30,future_holdout,true
SYN-00470,2025-07-26,future_holdout,true
SYN-00471,2024-04-13,development,true
SYN-00472,2025-06-16,validation,true
SYN-00473,2025-02-25,validation,true
SYN-00474,2025-04-17,validation,true
SYN-00475,2025-11-23,future_holdout,true
SYN-00476,2024-06-16,development,true
SYN-00477,2025-08-12,future_holdout,true
SYN-00478,2024-10-26,development,true
SYN-00479,2025-07-26,future_holdout,true
SYN-00480,2024-10-15,development,true
SYN-00481,2024-12-29,development,true
SYN-00482,2024-10-12,development,true
SYN-00483,2025-03-16,validation,true
SYN-00484,2025-02-22,validation,true
SYN-00485,2024-01-06,development,true
SYN-00486,2025-07-21,future_holdout,true
SYN-00487,2025-12-24,future_holdout,true
SYN-00488,2025-04-02,validation,true
SYN-00489,2025-03-11,validation,true
SYN-00490,2025-12-19,future_holdout,true
SYN-00491,2025-10-28,future_holdout,true
SYN-00492,2024-01-31,development,true
SYN-00493,2024-08-27,development,true
SYN-00494,2025-08-16,future_holdout,true
SYN-00495,2024-11-16,development,true
SYN-00496,2024-03-05,development,true
SYN-00497,2024-06-24,development,true
SYN-00498,2024-01-22,development,true
SYN-00499,2025-05-03,validation,true
SYN-00500,2025-12-15,future_holdout,true
SYN-00501,2024-06-11,development,true
SYN-00502,2024-09-18,development,true
SYN-00503,2024-04-09,development,true
SYN-00504,2024-07-20,development,true
SYN-00505,2024-04-19,development,true
SYN-00506,2024-07-17,development,true
SYN-00507,2024-07-28,development,true
SYN-00508,2025-09-21,future_holdout,true
SYN-00509,2024-06-02,development,true
SYN-00510,2024-12-26,development,true
SYN-00511,2025-05-18,validation,true
SYN-00512,2024-08-21,development,true
SYN-00513,2025-04-17,validation,true
SYN-00514,2025-03-11,validation,true
SYN-00515,2025-06-25,validation,true
SYN-00516,2025-04-26,validation,true
SYN-00517,2025-08-22,future_holdout,true
SYN-00518,2025-01-10,validation,true
SYN-00519,2025-10-29,future_holdout,true
SYN-00520,2025-11-19,future_holdout,true
SYN-00521,2024-08-26,development,true
SYN-00522,2024-05-20,development,true
SYN-00523,2024-10-13,development,true
SYN-00524,2024-03-28,development,true
SYN-00525,2025-09-12,future_holdout,true
SYN-00526,2024-12-25,development,true
SYN-00527,2025-04-29,validation,true
SYN-00528,2025-07-19,future_holdout,true
SYN-00529,2025-11-11,future_holdout,true
SYN-00530,2024-04-06,development,true
SYN-00531,2024-10-21,development,true
SYN-00532,2025-08-02,future_holdout,true
SYN-00533,2024-07-23,development,true
SYN-00534,2024-05-02,development,true
SYN-00535,2024-08-02,development,true
SYN-00536,2024-03-01,development,true
SYN-00537,2025-01-07,validation,true
SYN-00538,2024-02-09,development,true
SYN-00539,2024-07-27,development,true
SYN-00540,2025-09-16,future_holdout,true
SYN-00541,2024-04-06,development,true
SYN-00542,2024-11-07,development,true
SYN-00543,2024-03-18,development,true
SYN-00544,2024-11-18,development,true
SYN-00545,2024-05-10,development,true
SYN-00546,2024-07-15,development,true
SYN-00547,2024-10-17,development,true
SYN-00548,2024-10-20,development,true
SYN-00549,2025-12-14,future_holdout,true
SYN-00550,2024-02-18,development,true
SYN-00551,2024-11-20,development,true
SYN-00552,2025-12-18,future_holdout,true
SYN-00553,2025-12-16,future_holdout,true
SYN-00554,2025-08-30,future_holdout,true
SYN-00555,2024-05-27,development,true
SYN-00556,2025-09-20,future_holdout,true
SYN-00557,2024-09-09,development,true
SYN-00558,2024-07-20,development,true
SYN-00559,2025-10-09,future_holdout,true
SYN-00560,2025-04-17,validation,true
SYN-00561,2025-06-16,validation,true
SYN-00562,2025-11-24,future_holdout,true
SYN-00563,2025-02-22,validation,true
SYN-00564,2024-08-28,development,true
SYN-00565,2024-01-26,development,true
SYN-00566,2025-11-17,future_holdout,true
SYN-00567,2025-11-16,future_holdout,true
SYN-00568,2024-06-26,development,true
SYN-00569,2024-03-12,development,true
SYN-00570,2024-09-03,development,true
SYN-00571,2024-09-27,development,true
SYN-00572,2024-09-06,development,true
SYN-00573,2024-10-18,development,true
SYN-00574,2025-01-15,validation,true
SYN-00575,2025-03-05,validation,true
SYN-00576,2025-09-15,future_holdout,true
SYN-00577,2024-10-15,development,true
SYN-00578,2025-09-29,future_holdout,true
SYN-00579,2025-07-12,future_holdout,true
SYN-00580,2025-11-12,future_holdout,true
SYN-00581,2024-05-25,development,true
SYN-00582,2024-05-03,development,true
SYN-00583,2024-03-25,development,true
SYN-00584,2025-01-11,validation,true
SYN-00585,2024-08-11,development,true
SYN-00586,2024-05-26,development,true
SYN-00587,2025-10-02,future_holdout,true
SYN-00588,2025-01-14,validation,true
SYN-00589,2024-01-24,development,true
SYN-00590,2025-10-12,future_holdout,true
SYN-00591,2024-07-19,development,true
SYN-00592,2024-09-30,development,true
SYN-00593,2024-01-10,development,true
SYN-00594,2025-09-15,future_holdout,true
SYN-00595,2025-07-23,future_holdout,true
SYN-00596,2025-01-18,validation,true
SYN-00597,2025-02-28,validation,true
SYN-00598,2024-08-19,development,true
SYN-00599,2025-04-05,validation,true
SYN-00600,2024-02-25,development,true
SYN-00601,2025-09-03,future_holdout,true
SYN-00602,2024-11-15,development,true
SYN-00603,2025-04-03,validation,true
SYN-00604,2025-03-16,validation,true
SYN-00605,2024-07-13,development,true
SYN-00606,2024-10-12,development,true
SYN-00607,2024-06-02,development,true
SYN-00608,2025-12-28,future_holdout,true
SYN-00609,2024-01-28,development,true
SYN-00610,2024-12-08,development,true
SYN-00611,2024-05-26,development,true
SYN-00612,2025-12-27,future_holdout,true
SYN-00613,2025-10-07,future_holdout,true
SYN-00614,2024-01-18,development,true
SYN-00615,2025-12-30,future_holdout,true
SYN-00616,2025-08-02,future_holdout,true
SYN-00617,2025-06-22,validation,true
SYN-00618,2025-06-29,validation,true
SYN-00619,2024-03-12,development,true
SYN-00620,2025-07-24,future_holdout,true
SYN-00621,2024-07-20,development,true
SYN-00622,2025-08-25,future_holdout,true
SYN-00623,2024-03-12,development,true
SYN-00624,2024-07-09,development,true
SYN-00625,2025-09-26,future_holdout,true
SYN-00626,2024-09-30,development,true
SYN-00627,2025-08-23,future_holdout,true
SYN-00628,2025-03-29,validation,true
SYN-00629,2024-10-20,development,true
SYN-00630,2025-12-30,future_holdout,true
SYN-00631,2024-11-06,development,true
SYN-00632,2024-04-23,development,true
SYN-00633,2025-03-03,validation,true
SYN-00634,2025-05-07,validation,true
SYN-00635,2025-11-04,future_holdout,true
SYN-00636,2025-07-27,future_holdout,true
SYN-00637,2024-06-15,development,true
SYN-00638,2025-07-13,future_holdout,true
SYN-00639,2025-12-06,future_holdout,true
SYN-00640,2025-05-22,validation,true
SYN-00641,2025-03-02,validation,true
SYN-00642,2024-06-20,development,true
SYN-00643,2025-11-27,future_holdout,true
SYN-00644,2024-03-19,development,true
SYN-00645,2024-04-29,development,true
SYN-00646,2025-08-26,future_holdout,true
SYN-00647,2024-02-05,development,true
SYN-00648,2024-01-27,development,true
SYN-00649,2024-11-10,development,true
SYN-00650,2024-06-26,development,true
SYN-00651,2024-01-22,development,true
SYN-00652,2025-03-17,validation,true
SYN-00653,2025-06-04,validation,true
SYN-00654,2024-12-01,development,true
SYN-00655,2025-02-10,validation,true
SYN-00656,2024-01-25,development,true
SYN-00657,2025-06-08,validation,true
SYN-00658,2025-06-18,validation,true
SYN-00659,2024-10-04,development,true
SYN-00660,2024-08-31,development,true
SYN-00661,2025-10-09,future_holdout,true
SYN-00662,2025-02-01,validation,true
SYN-00663,2024-08-04,development,true
SYN-00664,2025-10-22,future_holdout,true
SYN-00665,2024-02-03,development,true
SYN-00666,2025-11-03,future_holdout,true
SYN-00667,2025-05-19,validation,true
SYN-00668,2024-04-15,development,true
SYN-00669,2025-09-23,future_holdout,true
SYN-00670,2024-03-02,development,true
SYN-00671,2025-03-09,validation,true
SYN-00672,2025-01-16,validation,true
SYN-00673,2024-01-11,development,true
SYN-00674,2025-07-02,future_holdout,true
SYN-00675,2024-11-25,development,true
SYN-00676,2024-03-17,development,true
SYN-00677,2024-07-25,development,true
SYN-00678,2025-08-22,future_holdout,true
SYN-00679,2024-06-12,development,true
SYN-00680,2024-01-30,development,true
SYN-00681,2024-11-13,development,true
SYN-00682,2025-12-01,future_holdout,true
SYN-00683,2025-03-24,validation,true
SYN-00684,2025-01-22,validation,true
SYN-00685,2024-04-13,development,true
SYN-00686,2025-02-08,validation,true
SYN-00687,2025-09-08,future_holdout,true
SYN-00688,2024-11-16,development,true
SYN-00689,2024-12-04,development,true
SYN-00690,2025-10-06,future_holdout,true
SYN-00691,2024-10-09,development,true
SYN-00692,2024-05-08,development,true
SYN-00693,2024-07-24,development,true
SYN-00694,2025-06-30,validation,true
SYN-00695,2025-10-07,future_holdout,true
SYN-00696,2024-09-10,development,true
SYN-00697,2024-04-29,development,true
SYN-00698,2025-01-11,validation,true
SYN-00699,2024-01-04,development,true
SYN-00700,2024-09-29,development,true
SYN-00701,2025-03-23,validation,true
SYN-00702,2024-11-19,development,true
SYN-00703,2025-10-31,future_holdout,true
SYN-00704,2025-03-23,validation,true
SYN-00705,2024-10-04,development,true
SYN-00706,2025-05-14,validation,true
SYN-00707,2024-02-17,development,true
SYN-00708,2025-08-16,future_holdout,true
SYN-00709,2025-07-18,future_holdout,true
SYN-00710,2024-12-22,development,true
SYN-00711,2024-07-15,development,true
SYN-00712,2024-06-02,development,true
SYN-00713,2025-02-23,validation,true
SYN-00714,2024-07-23,development,true
SYN-00715,2024-07-21,development,true
SYN-00716,2024-12-27,development,true
SYN-00717,2024-04-20,development,true
SYN-00718,2024-05-30,development,true
SYN-00719,2024-10-31,development,true
SYN-00720,2024-12-16,development,true
SYN-00721,2025-10-30,future_holdout,true
SYN-00722,2025-05-18,validation,true
SYN-00723,2025-10-24,future_holdout,true
SYN-00724,2024-11-20,development,true
