subscription_id,account_id,signup_date,plan_tier,billing_cycle,seat_count,mrr_usd,discount_pct,acquisition_channel,signup_source_device,industry,company_size_band,account_owner,onboarding_track,trial_used,payment_method,integrations_connected,currency,churned,mrr_lost_usd,downgrade_date,reschedule_events,support_tickets,support_cost_usd,csm_intervention_cost_usd,gross_margin_usd,net_contribution_usd,expansion_90d,last_modified_at
SAAS-00011,SAAS-ACC-2411,2024-04-02,pro,monthly,7,97.53,0.1,partner,desktop,healthcare,medium,Owner 8,guided,True,card,2,USD,False,0.0,,0,0,0.0,0.91,50.95,49.06,False,2024-06-16
SAAS-00012,SAAS-ACC-2972,2024-04-19,enterprise,monthly,79,572.76,0.1,paid,desktop,manufacturing,medium,Owner 2,guided,False,card,3,USD,False,0.0,,0,0,0.0,0.0,316.37,310.64,,2024-05-08
SAAS-00013,SAAS-ACC-0333,2024-03-13,pro,annual,24,181.62,0.0,paid,desktop,finance,medium,Owner 7,guided,False,card,0,USD,True,138.52,2024-04-23,0,0,0.0,0.0,-25.28,-27.09,False,2024-05-01
SAAS-00014,SAAS-ACC-0894,2024-01-07,starter,monthly,1,44.2,0.1,paid,desktop,technology,large,Owner 7,self_serve,True,invoice,3,USD,False,0.0,,0,0,0.0,0.0,23.06,22.62,False,2024-03-02
SAAS-00015,SAAS-ACC-1455,2025-02-12,pro,annual,17,150.7,0.05,partner,desktop,retail,small,Owner 4,self_serve,True,card,1,USD,False,0.0,,0,0,0.0,11.67,91.83,78.66,True,2025-03-16
SAAS-00016,SAAS-ACC-2016,2025-01-07,starter,monthly,4,42.84,0.0,outbound_sales,desktop,finance,medium,Owner 2,guided,True,ach,5,USD,False,0.0,,0,0,0.0,1.13,24.45,22.72,False,2025-01-26
SAAS-00017,SAAS-ACC-2577,2024-08-18,enterprise,monthly,60,621.85,0.1,outbound_sales,mobile,retail,medium,Owner 8,self_serve,False,card,1,USD,False,0.0,,0,0,0.0,4.93,281.73,270.59,False,2024-10-08
SAAS-00018,SAAS-ACC-3138,2024-11-22,enterprise,monthly,80,621.25,0.2,partner,mobile,retail,small,Owner 2,white_glove,False,card,0,USD,False,0.0,,0,0,0.0,16.1,248.27,225.96,False,2025-01-05
SAAS-00019,SAAS-ACC-0499,2024-01-15,enterprise,monthly,47,694.2,0.0,organic,mobile,healthcare,medium,Owner 2,self_serve,False,card,0,USD,False,0.0,,0,0,0.0,4.56,400.67,389.18,True,2024-02-23
SAAS-00020,SAAS-ACC-1060,2025-05-16,starter,monthly,3,34.83,0.0,outbound_sales,desktop,healthcare,medium,Owner 6,guided,True,invoice,1,USD,False,0.0,,1,0,0.0,18.4,19.98,1.23,True,2025-06-14
SAAS-00021,SAAS-ACC-1621,2024-08-31,starter,monthly,4,40.77,0.1,organic,desktop,healthcare,large,Owner 2,white_glove,True,ach,1,USD,False,0.0,,0,0,0.0,3.59,22.79,18.8,,2024-09-02
SAAS-00022,SAAS-ACC-2182,2025-04-14,starter,annual,5,43.82,0.1,paid,desktop,finance,small,Owner 3,self_serve,False,ach,1,USD,False,0.0,,0,0,0.0,12.28,24.84,12.12,False,2025-04-26
SAAS-00023,SAAS-ACC-2743,2024-02-17,starter,annual,5,38.16,0.15,outbound_sales,desktop,manufacturing,small,Owner 2,self_serve,True,card,2,USD,False,0.0,,0,0,0.0,3.61,18.09,14.09,False,2024-04-24
SAAS-00024,SAAS-ACC-0104,2024-03-16,pro,monthly,25,174.18,0.05,paid,desktop,retail,small,Owner 3,white_glove,False,card,3,USD,False,0.0,,0,0,0.0,24.73,105.82,79.35,,2024-05-23
SAAS-00025,SAAS-ACC-0665,2024-02-17,starter,monthly,1,33.02,0.05,organic,desktop,healthcare,small,Owner 2,self_serve,True,card,1,USD,False,0.0,,0,0,0.0,7.49,16.74,8.91,False,2024-03-19
SAAS-00026,SAAS-ACC-1226,2025-03-09,enterprise,monthly,33,485.77,0.15,organic,desktop,finance,large,Owner 8,self_serve,True,card,0,USD,False,0.0,,0,0,0.0,0.0,241.35,236.49,True,2025-06-07
SAAS-00027,SAAS-ACC-1787,2024-09-08,pro,monthly,24,204.63,0.1,partner,desktop,manufacturing,small,Owner 7,guided,False,invoice,6,USD,False,0.0,,0,0,0.0,2.96,115.38,108.74,False,2024-09-23
SAAS-00028,SAAS-ACC-2348,2025-05-18,starter,monthly,1,38.81,0.05,outbound_sales,mobile,finance,medium,Owner 6,white_glove,False,card,0,USD,False,0.0,,0,0,0.0,0.0,21.19,20.81,False,2025-06-09
SAAS-00029,SAAS-ACC-2909,2024-07-01,enterprise,monthly,14,329.25,0.3,paid,desktop,healthcare,small,Owner 5,guided,False,card,3,USD,False,0.0,,0,0,0.0,30.13,83.1,49.67,False,2024-07-02
SAAS-00030,SAAS-ACC-0270,2025-08-15,starter,annual,1,27.88,0.1,organic,desktop,technology,medium,Owner 3,white_glove,True,invoice,0,USD,True,18.8,2025-08-20,0,0,0.0,12.19,-4.45,-16.92,,2025-09-09
SAAS-00031,SAAS-ACC-0831,2024-08-03,pro,annual,11,131.71,0.0,paid,desktop,technology,small,Owner 1,white_glove,False,ach,2,USD,False,0.0,,0,0,0.0,0.0,85.69,84.38,True,2024-08-23
SAAS-00032,SAAS-ACC-1392,2024-03-11,pro,monthly,24,212.03,0.0,organic,mobile,manufacturing,small,Owner 8,guided,True,ach,4,USD,False,0.0,,0,1,10.47,15.74,139.38,111.06,False,2024-05-08
SAAS-00033,SAAS-ACC-1953,2025-04-26,starter,annual,5,53.97,0.0,outbound_sales,mobile,finance,small,Owner 7,guided,True,card,2,USD,False,0.0,,0,0,0.0,26.24,30.56,3.78,False,2025-06-07
SAAS-00034,SAAS-ACC-2514,2024-10-10,enterprise,monthly,66,701.34,0.15,organic,mobile,technology,large,Owner 8,self_serve,True,ach,1,USD,False,0.0,,0,0,0.0,31.04,313.22,275.17,False,2024-10-26
SAAS-00035,SAAS-ACC-3075,2024-02-21,enterprise,monthly,79,713.37,0.3,paid,mobile,technology,large,Owner 1,self_serve,True,ach,2,USD,False,0.0,,0,0,0.0,10.76,229.6,211.71,False,2024-05-10
SAAS-00036,SAAS-ACC-0436,2024-04-07,pro,annual,23,150.29,0.4,paid,desktop,healthcare,small,Owner 5,guided,False,invoice,3,USD,False,0.0,,0,0,0.0,31.7,41.86,8.65,False,2024-06-18
SAAS-00037,SAAS-ACC-0997,2024-02-13,starter,monthly,3,42.96,0.05,organic,desktop,healthcare,medium,Owner 4,self_serve,True,card,0,USD,True,39.76,2024-03-12,1,0,0.0,2.42,-15.0,-17.86,False,2024-03-21
SAAS-00038,SAAS-ACC-1558,2025-08-26,enterprise,monthly,76,588.98,0.15,partner,desktop,healthcare,large,Owner 2,self_serve,False,invoice,0,USD,False,0.0,,0,0,0.0,15.13,225.46,204.44,False,2025-09-13
SAAS-00039,SAAS-ACC-2119,2024-06-19,starter,monthly,3,34.5,0.15,organic,desktop,technology,small,Owner 7,guided,True,ach,2,USD,False,0.0,,0,0,0.0,0.95,13.96,12.67,,2024-06-19
SAAS-00040,SAAS-ACC-2680,2024-12-11,enterprise,annual,107,728.49,0.05,paid,desktop,finance,large,Owner 4,white_glove,False,ach,3,USD,False,0.0,,0,0,0.0,11.59,377.84,358.97,False,2025-01-16
SAAS-00041,SAAS-ACC-0041,2024-09-19,pro,annual,14,117.58,0.15,paid,desktop,manufacturing,small,Owner 1,guided,True,invoice,1,USD,False,0.0,,0,0,0.0,5.56,59.8,53.06,True,2024-11-04
SAAS-00042,SAAS-ACC-0602,2024-09-13,enterprise,monthly,18,436.53,0.2,paid,mobile,technology,large,Owner 6,white_glove,True,ach,1,USD,False,0.0,,0,0,0.0,35.22,157.73,118.15,,2024-10-12
SAAS-00043,SAAS-ACC-1163,2024-12-25,enterprise,annual,48,548.93,0.0,paid,mobile,finance,small,Owner 2,white_glove,True,invoice,4,USD,False,0.0,,0,1,11.15,38.21,341.59,286.74,True,2025-03-18
SAAS-00044,SAAS-ACC-1724,2024-12-04,pro,annual,10,141.04,0.15,outbound_sales,desktop,healthcare,small,Owner 1,guided,False,card,1,USD,False,0.0,,0,0,0.0,7.99,66.01,56.61,False,2025-01-27
SAAS-00045,SAAS-ACC-2285,2024-12-11,pro,annual,17,178.76,0.05,outbound_sales,mobile,technology,small,Owner 4,self_serve,False,invoice,1,USD,False,0.0,,0,0,0.0,14.35,108.65,92.51,True,2025-01-29
SAAS-00046,SAAS-ACC-2846,2025-11-08,pro,annual,6,149.04,0.2,organic,mobile,retail,small,Owner 7,self_serve,False,ach,3,USD,False,0.0,,0,0,0.0,0.0,68.21,66.72,False,2025-11-25
SAAS-00047,SAAS-ACC-0207,2024-08-29,pro,monthly,21,179.85,0.15,partner,desktop,retail,small,Owner 7,guided,False,card,0,USD,False,0.0,,0,0,0.0,5.86,75.32,67.66,False,2024-11-14
SAAS-00048,SAAS-ACC-0768,2025-12-04,pro,monthly,23,164.39,0.4,paid,desktop,finance,small,Owner 7,self_serve,False,card,3,USD,False,0.0,,0,0,0.0,54.97,28.33,-28.29,,2025-12-25
SAAS-00049,SAAS-ACC-1329,2025-04-29,pro,annual,12,126.58,0.1,partner,desktop,retail,small,Owner 4,self_serve,False,card,5,USD,False,0.0,,0,0,0.0,5.09,61.69,54.83,False,2025-05-12
SAAS-00050,SAAS-ACC-1890,2025-10-02,starter,annual,2,45.03,0.0,organic,desktop,technology,small,Owner 8,guided,True,invoice,1,USD,False,0.0,,0,0,0.0,4.96,26.48,21.07,False,2025-10-02
SAAS-00051,SAAS-ACC-2451,2025-07-03,enterprise,annual,35,500.62,0.15,outbound_sales,desktop,manufacturing,small,Owner 7,self_serve,False,ach,2,USD,False,0.0,,0,0,0.0,13.88,223.37,204.48,,2025-09-30
SAAS-00052,SAAS-ACC-3012,2024-05-15,pro,monthly,22,170.43,0.15,outbound_sales,mobile,healthcare,small,Owner 6,white_glove,False,ach,4,USD,False,0.0,,0,0,0.0,26.79,88.34,59.85,True,2024-07-19
SAAS-00053,SAAS-ACC-0373,2024-11-04,starter,annual,1,27.66,0.15,paid,desktop,finance,large,Owner 2,guided,True,card,1,USD,False,0.0,,0,0,0.0,0.0,10.96,10.68,True,2024-12-16
SAAS-00054,SAAS-ACC-0934,2024-01-24,starter,monthly,5,45.05,0.0,partner,desktop,finance,medium,Owner 3,self_serve,False,ach,1,USD,False,0.0,,0,0,0.0,14.3,25.42,10.68,False,2024-01-29
SAAS-00055,SAAS-ACC-1495,2024-08-11,starter,monthly,2,36.74,0.05,outbound_sales,mobile,retail,small,Owner 8,guided,True,card,2,USD,False,0.0,,0,0,0.0,19.59,19.6,-0.36,False,2024-08-29
SAAS-00056,SAAS-ACC-2056,2024-10-10,starter,monthly,2,36.14,0.05,organic,desktop,healthcare,medium,Owner 1,white_glove,True,invoice,2,USD,False,0.0,,0,0,0.0,0.0,19.1,18.74,False,2024-10-19
SAAS-00057,SAAS-ACC-2617,2024-09-30,pro,annual,24,211.93,0.05,outbound_sales,desktop,technology,small,Owner 8,self_serve,True,ach,2,USD,False,0.0,,0,0,0.0,25.56,106.44,78.75,False,2024-11-19
SAAS-00058,SAAS-ACC-3178,2025-04-22,pro,monthly,19,194.79,0.4,organic,mobile,finance,medium,Owner 1,guided,False,ach,0,USD,False,0.0,,0,0,0.0,20.8,43.34,20.59,False,2025-05-09
SAAS-00059,SAAS-ACC-0539,2024-09-30,enterprise,monthly,42,609.17,0.1,outbound_sales,desktop,healthcare,large,Owner 2,guided,True,card,4,USD,False,0.0,,0,0,0.0,8.22,325.1,310.79,False,2024-10-25
SAAS-00060,SAAS-ACC-1100,2025-11-14,starter,monthly,3,49.65,0.0,paid,desktop,manufacturing,small,Owner 2,white_glove,True,card,1,USD,False,0.0,,0,0,0.0,3.99,29.09,24.6,False,2025-11-27
SAAS-00061,SAAS-ACC-1661,2025-02-10,starter,annual,1,33.7,0.2,partner,desktop,technology,small,Owner 5,guided,False,card,2,USD,False,0.0,,0,0,0.0,9.39,13.92,4.19,,2025-05-09
SAAS-00062,SAAS-ACC-2222,2024-03-25,pro,monthly,20,127.82,0.05,outbound_sales,desktop,manufacturing,small,Owner 8,white_glove,False,invoice,2,USD,False,0.0,,0,0,0.0,2.22,68.72,65.23,False,2024-05-19
SAAS-00063,SAAS-ACC-2783,2025-04-13,pro,monthly,14,141.63,0.1,paid,desktop,manufacturing,small,Owner 3,guided,True,invoice,2,USD,False,0.0,,0,0,0.0,0.0,77.78,76.37,,2025-04-28
SAAS-00064,SAAS-ACC-0144,2024-03-09,starter,annual,2,32.94,0.0,paid,desktop,manufacturing,small,Owner 1,self_serve,True,invoice,0,USD,False,0.0,,0,0,0.0,0.0,21.5,21.17,False,2024-04-06
SAAS-00065,SAAS-ACC-0705,2024-08-09,starter,annual,1,46.32,0.2,outbound_sales,desktop,healthcare,small,Owner 3,guided,True,card,1,USD,False,0.0,,0,0,0.0,0.0,21.38,20.92,,2024-08-21
SAAS-00066,SAAS-ACC-1266,2025-10-29,pro,annual,16,168.25,0.1,partner,desktop,technology,medium,Owner 1,guided,False,invoice,3,USD,False,0.0,,0,0,0.0,32.33,83.02,49.01,False,2026-01-16
SAAS-00067,SAAS-ACC-1827,2024-08-07,pro,monthly,11,113.8,0.0,organic,desktop,technology,medium,Owner 2,self_serve,True,invoice,2,USD,False,0.0,,0,0,0.0,0.0,66.09,64.95,False,2024-10-10
SAAS-00068,SAAS-ACC-2388,2024-06-17,pro,monthly,8,117.66,0.4,paid,desktop,manufacturing,small,Owner 2,self_serve,False,card,2,USD,False,0.0,,0,0,0.0,49.91,28.97,-22.12,False,2024-08-22
SAAS-00069,SAAS-ACC-2949,2025-01-16,starter,annual,5,43.12,0.0,organic,desktop,finance,medium,Owner 7,white_glove,True,card,4,USD,False,0.0,,0,0,0.0,25.31,28.99,3.25,False,2025-01-30
SAAS-00070,SAAS-ACC-0310,2025-09-12,enterprise,annual,63,480.71,0.4,paid,desktop,finance,small,Owner 2,guided,True,invoice,4,USD,False,0.0,,0,0,0.0,14.51,109.9,90.58,True,2025-12-01
SAAS-00071,SAAS-ACC-0871,2025-01-27,enterprise,annual,75,643.17,0.0,organic,desktop,manufacturing,medium,Owner 3,white_glove,True,invoice,1,USD,False,0.0,,0,0,0.0,6.29,358.79,346.07,True,2025-01-31
SAAS-00072,SAAS-ACC-1432,2025-07-29,pro,monthly,13,118.4,0.1,organic,mobile,manufacturing,small,Owner 8,self_serve,True,invoice,3,USD,False,0.0,,1,0,0.0,2.82,60.72,56.71,False,2025-08-01
SAAS-00073,SAAS-ACC-1993,2025-07-16,pro,monthly,3,108.94,0.0,outbound_sales,mobile,healthcare,small,Owner 4,guided,True,invoice,4,USD,False,0.0,,0,0,0.0,0.0,63.27,62.18,False,2025-08-05
SAAS-00074,SAAS-ACC-2554,2024-06-01,starter,annual,4,45.93,0.1,paid,desktop,technology,small,Owner 6,self_serve,False,card,5,USD,True,37.98,2024-07-02,0,0,0.0,29.1,-16.65,-46.39,False,2024-06-24
SAAS-00075,SAAS-ACC-3115,2025-03-05,pro,annual,18,157.28,0.0,paid,desktop,manufacturing,small,Owner 2,self_serve,True,card,2,USD,False,0.0,,1,0,0.0,0.0,105.36,103.79,True,2025-04-06
SAAS-00076,SAAS-ACC-0476,2025-10-18,enterprise,annual,55,525.79,0.4,paid,mobile,technology,small,Owner 2,self_serve,False,card,2,USD,False,0.0,,0,0,0.0,35.02,78.8,38.52,True,2025-10-27
SAAS-00077,SAAS-ACC-1037,2025-09-29,enterprise,annual,72,563.58,0.0,outbound_sales,desktop,retail,large,Owner 2,white_glove,True,invoice,1,USD,False,0.0,,0,0,0.0,16.8,332.65,310.22,True,2025-11-10
SAAS-00078,SAAS-ACC-1598,2025-12-21,starter,monthly,5,45.02,0.15,paid,desktop,manufacturing,large,Owner 1,white_glove,True,ach,4,USD,False,0.0,,0,0,0.0,10.36,20.01,9.19,False,2026-01-27
SAAS-00079,SAAS-ACC-2159,2024-07-30,starter,monthly,4,38.76,0.3,organic,desktop,finance,small,Owner 8,guided,True,card,2,USD,False,0.0,,0,0,0.0,0.57,10.0,9.04,True,2024-10-16
SAAS-00080,SAAS-ACC-2720,2024-02-15,pro,annual,18,174.65,0.0,outbound_sales,desktop,manufacturing,small,Owner 1,guided,False,invoice,4,USD,False,0.0,,0,0,0.0,1.34,109.31,106.22,False,2024-03-17
SAAS-00081,SAAS-ACC-0081,2024-11-16,pro,monthly,10,150.25,0.3,organic,desktop,technology,small,Owner 6,self_serve,True,ach,3,USD,False,0.0,,0,0,0.0,2.2,51.69,47.98,False,2025-02-05
SAAS-00082,SAAS-ACC-0642,2024-02-06,pro,annual,11,139.05,0.15,partner,desktop,finance,small,Owner 1,self_serve,False,card,2,USD,False,0.0,,0,0,0.0,15.95,61.69,44.35,True,2024-04-11
SAAS-00083,SAAS-ACC-1203,2025-04-18,starter,annual,3,37.65,0.2,organic,desktop,technology,small,Owner 5,guided,True,card,0,USD,False,0.0,,0,0,0.0,17.58,13.3,-4.66,False,2025-05-10
SAAS-00084,SAAS-ACC-1764,2024-12-15,pro,annual,15,137.43,0.2,paid,desktop,retail,medium,Owner 3,white_glove,False,card,0,USD,False,0.0,,0,0,0.0,5.6,48.97,42.0,True,2025-01-16
SAAS-00085,SAAS-ACC-2325,2025-04-28,enterprise,monthly,79,942.1,0.4,paid,mobile,finance,small,Owner 2,white_glove,True,ach,0,USD,False,0.0,,0,0,0.0,29.04,146.29,107.83,False,2025-04-28
SAAS-00086,SAAS-ACC-2886,2025-07-13,pro,monthly,20,127.57,0.4,paid,desktop,technology,small,Owner 4,self_serve,False,card,5,USD,False,0.0,,0,0,0.0,50.67,21.69,-30.77,False,2025-09-07
SAAS-00087,SAAS-ACC-0247,2025-05-30,starter,monthly,5,44.39,0.0,organic,desktop,finance,medium,Owner 2,self_serve,False,ach,0,USD,False,0.0,,0,0,0.0,11.22,29.05,17.38,False,2025-06-11
SAAS-00088,SAAS-ACC-0808,2025-04-17,starter,monthly,3,41.9,0.1,organic,mobile,technology,medium,Owner 2,guided,True,invoice,5,USD,False,0.0,,0,0,0.0,0.0,20.94,20.36,True,2025-05-25
SAAS-00089,SAAS-ACC-1369,2024-11-26,enterprise,annual,42,350.29,0.1,organic,desktop,healthcare,small,Owner 6,white_glove,True,card,0,USD,False,0.0,,0,0,0.0,2.29,175.86,170.06,True,2025-02-10
SAAS-00090,SAAS-ACC-1930,2024-11-28,starter,monthly,3,36.96,0.3,outbound_sales,desktop,finance,small,Owner 3,white_glove,True,ach,2,USD,False,0.0,,0,0,0.0,5.81,12.43,6.25,False,2024-12-15
SAAS-00091,SAAS-ACC-2491,2025-08-19,pro,annual,11,178.29,0.0,outbound_sales,desktop,retail,medium,Owner 6,guided,False,card,1,USD,False,0.0,,0,0,0.0,0.0,102.28,100.5,False,2025-10-31
SAAS-00092,SAAS-ACC-3052,2024-12-14,starter,monthly,3,35.17,0.1,organic,desktop,healthcare,large,Owner 2,white_glove,True,card,3,USD,False,0.0,,0,0,0.0,0.0,16.23,15.88,True,2024-12-28
SAAS-00093,SAAS-ACC-0413,2025-05-10,pro,monthly,8,103.15,0.0,paid,desktop,manufacturing,small,Owner 5,self_serve,True,card,0,USD,False,0.0,,0,0,0.0,18.84,67.2,47.33,True,2025-07-19
SAAS-00094,SAAS-ACC-0974,2024-06-12,starter,annual,2,32.28,0.15,partner,desktop,retail,large,Owner 2,white_glove,False,card,5,USD,False,0.0,,0,0,0.0,2.49,16.19,13.24,True,2024-07-08
SAAS-00095,SAAS-ACC-1535,2024-01-24,starter,monthly,4,50.49,0.3,paid,desktop,technology,medium,Owner 3,self_serve,True,card,1,USD,False,0.0,,0,0,0.0,15.03,13.61,-1.93,False,2024-03-19
SAAS-00096,SAAS-ACC-2096,2024-04-28,starter,monthly,4,51.66,0.2,partner,desktop,technology,medium,Owner 3,white_glove,True,card,1,USD,False,0.0,,0,0,0.0,12.25,20.01,7.25,False,2024-05-27
SAAS-00097,SAAS-ACC-2657,2025-06-15,starter,annual,3,43.76,0.05,organic,desktop,healthcare,small,Owner 2,self_serve,True,invoice,0,USD,False,0.0,,0,0,0.0,1.44,27.14,25.26,False,2025-06-27
SAAS-00098,SAAS-ACC-0018,2025-01-11,starter,monthly,4,37.55,0.3,partner,desktop,technology,medium,Owner 2,guided,False,card,5,USD,False,0.0,,0,0,0.0,23.36,11.16,-12.73,True,2025-02-03
SAAS-00099,SAAS-ACC-0579,2024-08-03,starter,monthly,1,26.57,0.0,partner,desktop,technology,medium,Owner 4,self_serve,True,card,2,USD,False,0.0,,0,0,0.0,0.0,14.96,14.69,True,2024-09-08
SAAS-00100,SAAS-ACC-1140,2024-03-28,pro,annual,23,177.65,0.0,paid,desktop,technology,small,Owner 7,self_serve,True,invoice,1,USD,False,0.0,,0,0,0.0,0.0,103.03,101.25,False,2024-03-28
SAAS-00101,SAAS-ACC-1701,2025-12-08,pro,monthly,3,132.29,0.3,partner,desktop,manufacturing,small,Owner 1,self_serve,False,ach,2,USD,False,0.0,,0,0,0.0,11.75,35.77,22.7,False,2026-01-19
SAAS-00102,SAAS-ACC-2262,2025-06-23,starter,monthly,3,45.41,0.1,organic,desktop,healthcare,small,Owner 6,white_glove,True,card,2,USD,False,0.0,,0,0,0.0,0.0,22.32,21.86,False,2025-09-12
SAAS-00103,SAAS-ACC-2823,2025-09-16,starter,monthly,2,34.12,0.05,organic,mobile,technology,small,Owner 8,guided,True,ach,4,USD,False,0.0,,0,0,0.0,31.02,21.04,-10.32,True,2025-12-04
SAAS-00104,SAAS-ACC-0184,2024-06-28,starter,annual,1,28.78,0.15,organic,desktop,retail,small,Owner 2,self_serve,False,ach,2,USD,False,0.0,,0,0,0.0,0.0,14.51,14.22,,2024-08-13
SAAS-00105,SAAS-ACC-0745,2025-04-17,enterprise,monthly,91,766.52,0.15,organic,mobile,finance,large,Owner 1,white_glove,True,card,1,USD,False,0.0,,0,0,0.0,6.87,348.72,334.18,False,2025-06-24
SAAS-00106,SAAS-ACC-1306,2025-12-05,pro,annual,7,101.15,0.4,partner,mobile,technology,small,Owner 6,guided,False,card,6,USD,False,0.0,,0,0,0.0,21.17,28.14,5.15,,2026-01-03
SAAS-00107,SAAS-ACC-1867,2025-05-10,pro,annual,15,131.36,0.0,paid,desktop,manufacturing,large,Owner 4,white_glove,False,card,2,USD,False,0.0,,0,0,0.0,5.26,84.99,78.42,False,2025-06-21
SAAS-00108,SAAS-ACC-2428,2025-12-23,enterprise,monthly,12,564.13,0.05,organic,desktop,finance,large,Owner 7,self_serve,True,card,1,USD,False,0.0,,0,0,0.0,6.97,326.7,314.09,False,2026-01-10
SAAS-00109,SAAS-ACC-2989,2024-10-17,pro,monthly,24,172.02,0.1,outbound_sales,desktop,manufacturing,small,Owner 2,guided,False,card,0,USD,False,0.0,,0,0,0.0,12.44,79.98,65.82,True,2024-12-27
SAAS-00110,SAAS-ACC-0350,2024-06-28,pro,monthly,12,135.82,0.0,partner,desktop,retail,medium,Owner 3,self_serve,False,ach,2,USD,False,0.0,,0,0,0.0,3.12,80.78,76.29,True,2024-08-19
SAAS-00111,SAAS-ACC-0911,2024-03-20,pro,monthly,7,133.53,0.1,partner,desktop,finance,small,Owner 1,white_glove,False,card,3,USD,False,0.0,,0,0,0.0,12.6,76.99,63.06,False,2024-05-10
SAAS-00112,SAAS-ACC-1472,2024-06-13,enterprise,monthly,20,257.07,0.3,partner,desktop,retail,medium,Owner 5,guided,True,ach,0,USD,False,0.0,,0,0,0.0,5.75,86.54,78.22,False,2024-06-21
SAAS-00113,SAAS-ACC-2033,2025-05-02,starter,monthly,3,39.66,0.2,organic,desktop,retail,small,Owner 5,white_glove,False,card,3,USD,False,0.0,,0,0,0.0,0.0,18.91,18.52,False,2025-05-17
SAAS-00114,SAAS-ACC-2594,2025-08-12,starter,annual,2,36.46,0.0,outbound_sales,desktop,technology,small,Owner 6,guided,False,card,0,USD,False,0.0,,0,0,0.0,0.0,22.33,21.96,True,2025-10-22
SAAS-00115,SAAS-ACC-3155,2025-04-27,enterprise,monthly,39,561.71,0.2,partner,desktop,finance,large,Owner 3,white_glove,True,invoice,2,USD,False,0.0,,0,0,0.0,18.9,234.96,210.44,False,2025-07-05
SAAS-00116,SAAS-ACC-0516,2025-02-07,enterprise,monthly,34,425.03,0.1,organic,desktop,finance,small,Owner 2,guided,False,invoice,5,USD,False,0.0,,0,0,0.0,4.46,228.13,217.72,True,2025-03-25
SAAS-00117,SAAS-ACC-1077,2025-07-09,pro,monthly,4,68.86,0.3,partner,desktop,retail,medium,Owner 3,self_serve,False,ach,5,USD,False,0.0,,0,0,0.0,2.97,20.24,16.31,,2025-07-21
SAAS-00118,SAAS-ACC-1638,2025-11-24,starter,monthly,4,41.64,0.3,organic,desktop,technology,small,Owner 6,self_serve,False,card,2,USD,False,0.0,,0,0,0.0,2.79,10.9,7.69,False,2026-01-08
SAAS-00119,SAAS-ACC-2199,2025-09-23,pro,monthly,10,176.12,0.15,organic,desktop,retail,large,Owner 1,white_glove,True,card,1,USD,False,0.0,,0,0,0.0,1.19,68.98,66.02,True,2025-11-11
