booking_id,customer_id
SYN-00378,SYN-CUST-0298
SYN-00379,SYN-CUST-0859
SYN-00380,SYN-CUST-1420
SYN-00381,SYN-CUST-1981
SYN-00382,SYN-CUST-2542
SYN-00383,SYN-CUST-3103
SYN-00384,SYN-CUST-0464
SYN-00385,SYN-CUST-1025
SYN-00386,SYN-CUST-1586
SYN-00387,SYN-CUST-2147
SYN-00388,SYN-CUST-2708
SYN-00389,SYN-CUST-0069
SYN-00390,SYN-CUST-0630
SYN-00391,SYN-CUST-1191
SYN-00392,SYN-CUST-1752
SYN-00393,SYN-CUST-2313
SYN-00394,SYN-CUST-2874
SYN-00395,SYN-CUST-0235
SYN-00396,SYN-CUST-0796
SYN-00397,SYN-CUST-1357
SYN-00398,SYN-CUST-1918
SYN-00399,SYN-CUST-2479
SYN-00400,SYN-CUST-3040
SYN-00401,SYN-CUST-0401
SYN-00402,SYN-CUST-0962
SYN-00403,SYN-CUST-1523
SYN-00404,SYN-CUST-2084
SYN-00405,SYN-CUST-2645
SYN-00406,SYN-CUST-0006
SYN-00407,SYN-CUST-0567
SYN-00408,SYN-CUST-1128
SYN-00409,SYN-CUST-1689
SYN-00410,SYN-CUST-2250
SYN-00411,SYN-CUST-2811
SYN-00412,SYN-CUST-0172
SYN-00413,SYN-CUST-0733
SYN-00414,SYN-CUST-1294
SYN-00415,SYN-CUST-1855
SYN-00416,SYN-CUST-2416
SYN-00417,SYN-CUST-2977
SYN-00418,SYN-CUST-0338
SYN-00419,SYN-CUST-0899
SYN-00420,SYN-CUST-1460
SYN-00421,SYN-CUST-2021
SYN-00422,SYN-CUST-2582
SYN-00423,SYN-CUST-3143
SYN-00424,SYN-CUST-0504
SYN-00425,SYN-CUST-1065
SYN-00426,SYN-CUST-1626
SYN-00427,SYN-CUST-2187
SYN-00428,SYN-CUST-2748
SYN-00429,SYN-CUST-0109
SYN-00430,SYN-CUST-0670
SYN-00431,SYN-CUST-1231
SYN-00432,SYN-CUST-1792
SYN-00433,SYN-CUST-2353
SYN-00434,SYN-CUST-2914
SYN-00435,SYN-CUST-0275
SYN-00436,SYN-CUST-0836
SYN-00437,SYN-CUST-1397
SYN-00438,SYN-CUST-1958
SYN-00439,SYN-CUST-2519
SYN-00440,SYN-CUST-3080
SYN-00441,SYN-CUST-0441
SYN-00442,SYN-CUST-1002
SYN-00443,SYN-CUST-1563
SYN-00444,SYN-CUST-2124
SYN-00445,SYN-CUST-2685
SYN-00446,SYN-CUST-0046
SYN-00447,SYN-CUST-0607
SYN-00448,SYN-CUST-1168
SYN-00449,SYN-CUST-1729
SYN-00450,SYN-CUST-2290
SYN-00451,SYN-CUST-2851
SYN-00452,SYN-CUST-0212
SYN-00453,SYN-CUST-0773
SYN-00454,SYN-CUST-1334
SYN-00455,SYN-CUST-1895
SYN-00456,SYN-CUST-2456
SYN-00457,SYN-CUST-3017
SYN-00458,SYN-CUST-0378
SYN-00459,SYN-CUST-0939
SYN-00460,SYN-CUST-1500
SYN-00461,SYN-CUST-2061
SYN-00462,SYN-CUST-2622
SYN-00463,SYN-CUST-3183
SYN-00464,SYN-CUST-0544
SYN-00465,SYN-CUST-1105
SYN-00466,SYN-CUST-1666
SYN-00467,SYN-CUST-2227
SYN-00468,SYN-CUST-2788
SYN-00469,SYN-CUST-0149
SYN-00470,SYN-CUST-0710
SYN-00471,SYN-CUST-1271
SYN-00472,SYN-CUST-1832
SYN-00473,SYN-CUST-2393
SYN-00474,SYN-CUST-2954
SYN-00475,SYN-CUST-0315
SYN-00476,SYN-CUST-0876
SYN-00477,SYN-CUST-1437
SYN-00478,SYN-CUST-1998
SYN-00479,SYN-CUST-2559
SYN-00480,SYN-CUST-3120
SYN-00481,SYN-CUST-0481
SYN-00482,SYN-CUST-1042
SYN-00483,SYN-CUST-1603
SYN-00484,SYN-CUST-2164
SYN-00485,SYN-CUST-2725
SYN-00486,SYN-CUST-0086
SYN-00487,SYN-CUST-0647
SYN-00488,SYN-CUST-1208
SYN-00489,SYN-CUST-1769
SYN-00490,SYN-CUST-2330
SYN-00491,SYN-CUST-2891
SYN-00492,SYN-CUST-0252
SYN-00493,SYN-CUST-0813
SYN-00494,SYN-CUST-1374
SYN-00495,SYN-CUST-1935
SYN-00496,SYN-CUST-2496
SYN-00497,SYN-CUST-3057
SYN-00498,SYN-CUST-0418
SYN-00499,SYN-CUST-0979
SYN-00500,SYN-CUST-1540
SYN-00501,SYN-CUST-2101
SYN-00502,SYN-CUST-2662
SYN-00503,SYN-CUST-0023
SYN-00504,SYN-CUST-0584
SYN-00505,SYN-CUST-1145
SYN-00506,SYN-CUST-1706
SYN-00507,SYN-CUST-2267
SYN-00508,SYN-CUST-2828
SYN-00509,SYN-CUST-0189
SYN-00510,SYN-CUST-0750
SYN-00511,SYN-CUST-1311
SYN-00512,SYN-CUST-1872
SYN-00513,SYN-CUST-2433
SYN-00514,SYN-CUST-2994
SYN-00515,SYN-CUST-0355
SYN-00516,SYN-CUST-0916
SYN-00517,SYN-CUST-1477
SYN-00518,SYN-CUST-2038
SYN-00519,SYN-CUST-2599
SYN-00520,SYN-CUST-3160
SYN-00521,SYN-CUST-0521
SYN-00522,SYN-CUST-1082
SYN-00523,SYN-CUST-1643
SYN-00524,SYN-CUST-2204
SYN-00525,SYN-CUST-2765
SYN-00526,SYN-CUST-0126
SYN-00527,SYN-CUST-0687
SYN-00528,SYN-CUST-1248
SYN-00529,SYN-CUST-1809
SYN-00530,SYN-CUST-2370
SYN-00531,SYN-CUST-2931
SYN-00532,SYN-CUST-0292
SYN-00533,SYN-CUST-0853
SYN-00534,SYN-CUST-1414
SYN-00535,SYN-CUST-1975
SYN-00536,SYN-CUST-2536
SYN-00537,SYN-CUST-3097
SYN-00538,SYN-CUST-0458
SYN-00539,SYN-CUST-1019
SYN-00540,SYN-CUST-1580
SYN-00541,SYN-CUST-2141
SYN-00542,SYN-CUST-2702
SYN-00543,SYN-CUST-0063
SYN-00544,SYN-CUST-0624
SYN-00545,SYN-CUST-1185
SYN-00546,SYN-CUST-1746
SYN-00547,SYN-CUST-2307
SYN-00548,SYN-CUST-2868
SYN-00549,SYN-CUST-0229
SYN-00550,SYN-CUST-0790
SYN-00551,SYN-CUST-1351
SYN-00552,SYN-CUST-1912
SYN-00553,SYN-CUST-2473
SYN-00554,SYN-CUST-3034
SYN-00555,SYN-CUST-0395
SYN-00556,SYN-CUST-0956
SYN-00557,SYN-CUST-1517
SYN-00558,SYN-CUST-2078
SYN-00559,SYN-CUST-2639
SYN-00560,SYN-CUST-3200
SYN-00561,SYN-CUST-0561
SYN-00562,SYN-CUST-1122
SYN-00563,SYN-CUST-1683
SYN-00564,SYN-CUST-2244
SYN-00565,SYN-CUST-2805
SYN-00566,SYN-CUST-0166
SYN-00567,SYN-CUST-0727
SYN-00568,SYN-CUST-1288
SYN-00569,SYN-CUST-1849
SYN-00570,SYN-CUST-2410
SYN-00571,SYN-CUST-2971
SYN-00572,SYN-CUST-0332
SYN-00573,SYN-CUST-0893
SYN-00574,SYN-CUST-1454
SYN-00575,SYN-CUST-2015
SYN-00576,SYN-CUST-2576
SYN-00577,SYN-CUST-3137
SYN-00578,SYN-CUST-0498
SYN-00579,SYN-CUST-1059
SYN-00580,SYN-CUST-1620
SYN-00581,SYN-CUST-2181
SYN-00582,SYN-CUST-2742
SYN-00583,SYN-CUST-0103
SYN-00584,SYN-CUST-0664
SYN-00585,SYN-CUST-1225
SYN-00586,SYN-CUST-1786
SYN-00587,SYN-CUST-2347
SYN-00588,SYN-CUST-2908
SYN-00589,SYN-CUST-0269
SYN-00590,SYN-CUST-0830
SYN-00591,SYN-CUST-1391
SYN-00592,SYN-CUST-1952
SYN-00593,SYN-CUST-2513
SYN-00594,SYN-CUST-3074
SYN-00595,SYN-CUST-0435
SYN-00596,SYN-CUST-0996
SYN-00597,SYN-CUST-1557
SYN-00598,SYN-CUST-2118
SYN-00599,SYN-CUST-2679
SYN-00600,SYN-CUST-0040
SYN-00601,SYN-CUST-0601
SYN-00602,SYN-CUST-1162
SYN-00603,SYN-CUST-1723
SYN-00604,SYN-CUST-2284
SYN-00605,SYN-CUST-2845
SYN-00606,SYN-CUST-0206
SYN-00607,SYN-CUST-0767
SYN-00608,SYN-CUST-1328
SYN-00609,SYN-CUST-1889
SYN-00610,SYN-CUST-2450
SYN-00611,SYN-CUST-3011
SYN-00612,SYN-CUST-0372
SYN-00613,SYN-CUST-0933
SYN-00614,SYN-CUST-1494
SYN-00615,SYN-CUST-2055
SYN-00616,SYN-CUST-2616
SYN-00617,SYN-CUST-3177
SYN-00618,SYN-CUST-0538
SYN-00619,SYN-CUST-1099
SYN-00620,SYN-CUST-1660
SYN-00621,SYN-CUST-2221
SYN-00622,SYN-CUST-2782
SYN-00623,SYN-CUST-0143
SYN-00624,SYN-CUST-0704
SYN-00625,SYN-CUST-1265
SYN-00626,SYN-CUST-1826
SYN-00627,SYN-CUST-2387
SYN-00628,SYN-CUST-2948
SYN-00629,SYN-CUST-0309
SYN-00630,SYN-CUST-0870
SYN-00631,SYN-CUST-1431
SYN-00632,SYN-CUST-1992
SYN-00633,SYN-CUST-2553
SYN-00634,SYN-CUST-3114
SYN-00635,SYN-CUST-0475
SYN-00636,SYN-CUST-1036
SYN-00637,SYN-CUST-1597
SYN-00638,SYN-CUST-2158
SYN-00639,SYN-CUST-2719
SYN-00640,SYN-CUST-0080
SYN-00641,SYN-CUST-0641
SYN-00642,SYN-CUST-1202
SYN-00643,SYN-CUST-1763
SYN-00644,SYN-CUST-2324
SYN-00645,SYN-CUST-2885
SYN-00646,SYN-CUST-0246
SYN-00647,SYN-CUST-0807
SYN-00648,SYN-CUST-1368
SYN-00649,SYN-CUST-1929
SYN-00650,SYN-CUST-2490
SYN-00651,SYN-CUST-3051
SYN-00652,SYN-CUST-0412
SYN-00653,SYN-CUST-0973
SYN-00654,SYN-CUST-1534
SYN-00655,SYN-CUST-2095
SYN-00656,SYN-CUST-2656
SYN-00657,SYN-CUST-0017
SYN-00658,SYN-CUST-0578
SYN-00659,SYN-CUST-1139
SYN-00660,SYN-CUST-1700
SYN-00661,SYN-CUST-2261
SYN-00662,SYN-CUST-2822
SYN-00663,SYN-CUST-0183
SYN-00664,SYN-CUST-0744
SYN-00665,SYN-CUST-1305
SYN-00666,SYN-CUST-1866
SYN-00667,SYN-CUST-2427
SYN-00668,SYN-CUST-2988
SYN-00669,SYN-CUST-0349
SYN-00670,SYN-CUST-0910
SYN-00671,SYN-CUST-1471
SYN-00672,SYN-CUST-2032
SYN-00673,SYN-CUST-2593
SYN-00674,SYN-CUST-3154
SYN-00675,SYN-CUST-0515
SYN-00676,SYN-CUST-1076
SYN-00677,SYN-CUST-1637
SYN-00678,SYN-CUST-2198
SYN-00679,SYN-CUST-2759
SYN-00680,SYN-CUST-0120
SYN-00681,SYN-CUST-0681
SYN-00682,SYN-CUST-1242
SYN-00683,SYN-CUST-1803
SYN-00684,SYN-CUST-2364
SYN-00685,SYN-CUST-2925
SYN-00686,SYN-CUST-0286
SYN-00687,SYN-CUST-0847
SYN-00688,SYN-CUST-1408
SYN-00689,SYN-CUST-1969
SYN-00690,SYN-CUST-2530
SYN-00691,SYN-CUST-3091
SYN-00692,SYN-CUST-0452
SYN-00693,SYN-CUST-1013
SYN-00694,SYN-CUST-1574
SYN-00695,SYN-CUST-2135
SYN-00696,SYN-CUST-2696
SYN-00697,SYN-CUST-0057
SYN-00698,SYN-CUST-0618
SYN-00699,SYN-CUST-1179
SYN-00700,SYN-CUST-1740
SYN-00701,SYN-CUST-2301
SYN-00702,SYN-CUST-2862
SYN-00703,SYN-CUST-0223
SYN-00704,SYN-CUST-0784
SYN-00705,SYN-CUST-1345
SYN-00706,SYN-CUST-1906
SYN-00707,SYN-CUST-2467
SYN-00708,SYN-CUST-3028
SYN-00709,SYN-CUST-0389
SYN-00710,SYN-CUST-0950
SYN-00711,SYN-CUST-1511
SYN-00712,SYN-CUST-2072
SYN-00713,SYN-CUST-2633
SYN-00714,SYN-CUST-3194
SYN-00715,SYN-CUST-0555
SYN-00716,SYN-CUST-1116
SYN-00717,SYN-CUST-1677
SYN-00718,SYN-CUST-2238
SYN-00719,SYN-CUST-2799
SYN-00720,SYN-CUST-0160
SYN-00721,SYN-CUST-0721
SYN-00722,SYN-CUST-1282
SYN-00723,SYN-CUST-1843
SYN-00724,SYN-CUST-2404
SYN-00725,SYN-CUST-2965
SYN-00726,SYN-CUST-0326
SYN-00727,SYN-CUST-0887
SYN-00728,SYN-CUST-1448
SYN-00729,SYN-CUST-2009
SYN-00730,SYN-CUST-2570
SYN-00731,SYN-CUST-3131
SYN-00732,SYN-CUST-0492
SYN-00733,SYN-CUST-1053
SYN-00734,SYN-CUST-1614
SYN-00735,SYN-CUST-2175
SYN-00736,SYN-CUST-2736
SYN-00737,SYN-CUST-0097
SYN-00738,SYN-CUST-0658
SYN-00739,SYN-CUST-1219
SYN-00740,SYN-CUST-1780
SYN-00741,SYN-CUST-2341
SYN-00742,SYN-CUST-2902
SYN-00743,SYN-CUST-0263
SYN-00744,SYN-CUST-0824
SYN-00745,SYN-CUST-1385
SYN-00746,SYN-CUST-1946
SYN-00747,SYN-CUST-2507
SYN-00748,SYN-CUST-3068
SYN-00749,SYN-CUST-0429
SYN-00750,SYN-CUST-0990
SYN-00751,SYN-CUST-1551
SYN-00752,SYN-CUST-2112
SYN-00753,SYN-CUST-2673
SYN-00754,SYN-CUST-0034
SYN-00755,SYN-CUST-0595
SYN-00756,SYN-CUST-1156
SYN-00757,SYN-CUST-1717
SYN-00758,SYN-CUST-2278
SYN-00759,SYN-CUST-2839
SYN-00760,SYN-CUST-0200
SYN-00761,SYN-CUST-0761
SYN-00762,SYN-CUST-1322
SYN-00763,SYN-CUST-1883
SYN-00764,SYN-CUST-2444
SYN-00765,SYN-CUST-3005
SYN-00766,SYN-CUST-0366
SYN-00767,SYN-CUST-0927
SYN-00768,SYN-CUST-1488
SYN-00769,SYN-CUST-2049
SYN-00770,SYN-CUST-2610
SYN-00771,SYN-CUST-3171
SYN-00772,SYN-CUST-0532
SYN-00773,SYN-CUST-1093
SYN-00774,SYN-CUST-1654
SYN-00775,SYN-CUST-2215
SYN-00776,SYN-CUST-2776
