source_row_number,split_label,source_currency
658,development,USD
659,development,USD
660,development,USD
661,future_holdout,USD
662,future_holdout,USD
663,future_holdout,USD
664,development,USD
665,future_holdout,USD
666,development,USD
667,development,USD
668,validation,USD
669,future_holdout,USD
670,development,USD
671,future_holdout,USD
672,future_holdout,USD
673,development,USD
674,development,USD
675,development,USD
676,validation,USD
677,development,USD
678,development,USD
679,development,USD
680,development,USD
681,future_holdout,USD
682,development,USD
683,development,USD
684,development,USD
685,development,USD
686,validation,USD
687,development,USD
688,validation,USD
689,development,USD
690,validation,USD
691,development,USD
692,development,USD
693,development,USD
694,development,USD
695,validation,USD
696,development,USD
697,development,USD
698,development,USD
699,validation,USD
700,future_holdout,USD
701,development,USD
702,development,USD
703,development,USD
704,validation,USD
705,development,USD
706,development,USD
707,development,USD
708,future_holdout,USD
709,future_holdout,USD
710,validation,USD
711,development,USD
712,development,USD
713,development,USD
714,validation,USD
715,development,USD
716,development,USD
717,future_holdout,USD
718,development,USD
719,development,USD
720,development,USD
721,future_holdout,USD
722,development,USD
723,development,USD
724,future_holdout,USD
725,validation,USD
726,development,USD
727,development,USD
728,development,USD
729,development,USD
730,future_holdout,USD
731,validation,USD
732,validation,USD
733,development,USD
734,future_holdout,USD
735,development,USD
736,future_holdout,USD
737,development,USD
738,validation,USD
739,validation,USD
740,validation,USD
741,development,USD
742,validation,USD
743,development,USD
744,future_holdout,USD
745,development,USD
746,validation,USD
747,development,USD
748,development,USD
749,development,USD
750,development,USD
751,development,USD
752,development,USD
753,development,USD
754,development,USD
755,development,USD
756,future_holdout,USD
757,development,USD
758,validation,USD
759,future_holdout,USD
760,validation,USD
761,validation,USD
762,future_holdout,USD
763,validation,USD
764,validation,USD
765,development,USD
766,development,USD
767,future_holdout,USD
768,development,USD
769,development,USD
770,development,USD
771,validation,USD
772,future_holdout,USD
773,development,USD
774,development,USD
775,development,USD
776,validation,USD
777,development,USD
778,development,USD
779,validation,USD
780,development,USD
781,development,USD
782,development,USD
783,development,USD
784,validation,USD
785,future_holdout,USD
786,development,USD
787,validation,USD
788,development,USD
789,validation,USD
790,development,USD
791,future_holdout,USD
792,validation,USD
793,validation,USD
794,validation,USD
795,future_holdout,USD
796,development,USD
797,validation,USD
798,future_holdout,USD
799,development,USD
800,development,USD
801,development,USD
802,future_holdout,USD
803,validation,USD
804,validation,USD
805,future_holdout,USD
806,development,USD
807,future_holdout,USD
808,future_holdout,USD
809,development,USD
810,validation,USD
811,development,USD
812,development,USD
813,validation,USD
814,validation,USD
815,development,USD
816,validation,USD
817,future_holdout,USD
818,validation,USD
819,future_holdout,USD
820,development,USD
821,development,USD
822,development,USD
823,development,USD
824,validation,USD
825,development,USD
826,future_holdout,USD
827,development,USD
828,development,USD
829,development,USD
830,future_holdout,USD
831,development,USD
832,validation,USD
833,validation,USD
834,validation,USD
835,future_holdout,USD
836,future_holdout,USD
837,development,USD
838,future_holdout,USD
839,development,USD
840,validation,USD
841,development,USD
842,future_holdout,USD
843,development,USD
844,development,USD
845,development,USD
846,future_holdout,USD
847,validation,USD
848,development,USD
849,development,USD
850,future_holdout,USD
851,development,USD
852,development,USD
853,development,USD
854,future_holdout,USD
855,development,USD
856,development,USD
857,development,USD
858,development,USD
859,validation,USD
860,development,USD
861,validation,USD
862,development,USD
863,validation,USD
864,development,USD
865,development,USD
866,validation,USD
867,development,USD
868,development,USD
869,future_holdout,USD
870,future_holdout,USD
871,future_holdout,USD
872,development,USD
873,development,USD
874,future_holdout,USD
875,validation,USD
876,development,USD
877,validation,USD
878,validation,USD
879,development,USD
880,development,USD
881,validation,USD
882,development,USD
883,development,USD
884,development,USD
885,development,USD
886,future_holdout,USD
887,validation,USD
888,validation,USD
889,development,USD
890,development,USD
891,future_holdout,USD
892,development,USD
893,development,USD
894,validation,USD
895,development,USD
896,development,USD
897,validation,USD
898,development,USD
899,future_holdout,USD
900,development,USD
901,future_holdout,USD
902,validation,USD
903,future_holdout,USD
904,development,USD
905,development,USD
906,future_holdout,USD
907,development,USD
908,development,USD
909,development,USD
910,validation,USD
911,validation,USD
912,validation,USD
913,development,USD
914,development,USD
915,development,USD
916,future_holdout,USD
917,development,USD
918,development,USD
919,future_holdout,USD
920,development,USD
921,validation,USD
922,development,USD
923,validation,USD
924,future_holdout,USD
925,future_holdout,USD
926,development,USD
927,development,USD
928,development,USD
929,future_holdout,USD
930,development,USD
931,development,USD
932,development,USD
933,validation,USD
934,validation,USD
935,development,USD
936,development,USD
937,future_holdout,USD
938,future_holdout,USD
939,future_holdout,USD
940,development,USD
941,development,USD
942,future_holdout,USD
943,development,USD
944,validation,USD
945,development,USD
946,validation,USD
947,development,USD
948,development,USD
949,development,USD
950,development,USD
951,development,USD
952,development,USD
953,future_holdout,USD
954,validation,USD
955,future_holdout,USD
956,development,USD
957,development,USD
958,validation,USD
959,development,USD
960,development,USD
961,development,USD
962,development,USD
963,future_holdout,USD
964,development,USD
965,future_holdout,USD
966,development,USD
967,development,USD
968,future_holdout,USD
969,future_holdout,USD
970,development,USD
971,future_holdout,USD
972,future_holdout,USD
973,development,USD
974,validation,USD
975,future_holdout,USD
976,development,USD
977,development,USD
978,development,USD
979,future_holdout,USD
980,development,USD
981,validation,USD
982,development,USD
983,future_holdout,USD
984,development,USD
985,development,USD
986,future_holdout,USD
987,development,USD
988,development,USD
989,future_holdout,USD
990,validation,USD
991,validation,USD
992,future_holdout,USD
993,future_holdout,USD
994,development,USD
995,future_holdout,USD
996,validation,USD
997,future_holdout,USD
998,development,USD
999,development,USD
1000,development,USD
1001,validation,USD
1002,development,USD
1003,development,USD
1004,development,USD
1005,development,USD
1006,validation,USD
1007,development,USD
1008,development,USD
1009,future_holdout,USD
1010,development,USD
1011,validation,USD
1012,validation,USD
1013,development,USD
1014,development,USD
1015,development,USD
1016,development,USD
1017,development,USD
1018,development,USD
1019,development,USD
1020,development,USD
1021,development,USD
1022,validation,USD
1023,future_holdout,USD
1024,development,USD
1025,validation,USD
1026,future_holdout,USD
1027,validation,USD
1028,validation,USD
1029,validation,USD
1030,validation,USD
1031,validation,USD
1032,development,USD
1033,development,USD
1034,validation,USD
1035,validation,USD
1036,future_holdout,USD
1037,validation,USD
1038,development,USD
1039,development,USD
1040,development,USD
1041,future_holdout,USD
1042,future_holdout,USD
1043,future_holdout,USD
1044,validation,USD
1045,development,USD
1046,validation,USD
1047,development,USD
1048,development,USD
1049,development,USD
1050,validation,USD
1051,development,USD
1052,future_holdout,USD
1053,development,USD
1054,future_holdout,USD
1055,development,USD
1056,future_holdout,USD
1057,development,USD
1058,future_holdout,USD
1059,future_holdout,USD
1060,development,USD
1061,future_holdout,USD
1062,development,USD
1063,validation,USD
1064,development,USD
1065,future_holdout,USD
1066,future_holdout,USD
1067,future_holdout,USD
1068,development,USD
1069,future_holdout,USD
1070,development,USD
1071,future_holdout,USD
1072,validation,USD
1073,future_holdout,USD
1074,development,USD
1075,validation,USD
1076,development,USD
1077,development,USD
1078,development,USD
1079,development,USD
1080,validation,USD
1081,development,USD
1082,development,USD
1083,development,USD
1084,development,USD
1085,validation,USD
1086,development,USD
1087,future_holdout,USD
1088,validation,USD
1089,validation,USD
1090,validation,USD
1091,development,USD
1092,validation,USD
1093,development,USD
1094,validation,USD
1095,validation,USD
1096,development,USD
1097,development,USD
1098,validation,USD
1099,development,USD
1100,development,USD
1101,development,USD
1102,validation,USD
1103,development,USD
1104,validation,USD
1105,validation,USD
1106,validation,USD
1107,validation,USD
1108,validation,USD
1109,validation,USD
1110,development,USD
1111,development,USD
1112,validation,USD
1113,validation,USD
1114,development,USD
1115,development,USD
1116,validation,USD
1117,validation,USD
1118,validation,USD
1119,development,USD
1120,validation,USD
1121,development,USD
1122,validation,USD
1123,development,USD
1124,validation,USD
1125,future_holdout,USD
1126,development,USD
1127,development,USD
1128,development,USD
1129,development,USD
1130,validation,USD
1131,development,USD
1132,validation,USD
1133,validation,USD
1134,development,USD
1135,development,USD
1136,development,USD
1137,future_holdout,USD
1138,validation,USD
1139,future_holdout,USD
1140,future_holdout,USD
1141,future_holdout,USD
1142,future_holdout,USD
1143,development,USD
1144,development,USD
1145,future_holdout,USD
1146,validation,USD
1147,development,USD
1148,future_holdout,USD
1149,development,USD
1150,development,USD
1151,development,USD
1152,future_holdout,USD
1153,future_holdout,USD
1154,development,USD
1155,validation,USD
1156,development,USD
1157,validation,USD
1158,development,USD
1159,future_holdout,USD
1160,development,USD
1161,development,USD
1162,development,USD
1163,validation,USD
1164,future_holdout,USD
1165,validation,USD
1166,development,USD
1167,validation,USD
1168,future_holdout,USD
1169,development,USD
1170,development,USD
1171,development,USD
1172,development,USD
1173,future_holdout,USD
1174,development,USD
1175,development,USD
1176,validation,USD
1177,development,USD
1178,validation,USD
1179,future_holdout,USD
1180,validation,USD
1181,validation,USD
1182,validation,USD
1183,validation,USD
1184,future_holdout,USD
1185,future_holdout,USD
1186,validation,USD
1187,development,USD
1188,development,USD
1189,validation,USD
1190,development,USD
1191,development,USD
1192,validation,USD
1193,development,USD
1194,development,USD
1195,future_holdout,USD
1196,future_holdout,USD
1197,validation,USD
1198,development,USD
1199,future_holdout,USD
1200,future_holdout,USD
1201,validation,USD
1202,future_holdout,USD
1203,future_holdout,USD
1204,development,USD
1205,future_holdout,USD
1206,future_holdout,USD
1207,development,USD
1208,development,USD
1209,development,USD
1210,validation,USD
1211,development,USD
1212,development,USD
1213,development,USD
1214,future_holdout,USD
1215,development,USD
1216,development,USD
1217,development,USD
1218,development,USD
1219,development,USD
1220,future_holdout,USD
1221,development,USD
1222,validation,USD
1223,development,USD
1224,development,USD
1225,validation,USD
1226,development,USD
1227,development,USD
1228,validation,USD
1229,development,USD
1230,development,USD
1231,future_holdout,USD
1232,validation,USD
1233,validation,USD
1234,future_holdout,USD
1235,validation,USD
1236,future_holdout,USD
1237,validation,USD
1238,validation,USD
1239,future_holdout,USD
1240,validation,USD
1241,future_holdout,USD
1242,future_holdout,USD
1243,validation,USD
1244,development,USD
1245,future_holdout,USD
1246,future_holdout,USD
1247,development,USD
1248,development,USD
1249,development,USD
1250,development,USD
1251,future_holdout,USD
1252,development,USD
1253,validation,USD
1254,future_holdout,USD
1255,validation,USD
1256,development,USD
1257,development,USD
1258,development,USD
1259,development,USD
1260,development,USD
1261,development,USD
1262,development,USD
1263,development,USD
1264,validation,USD
1265,development,USD
1266,development,USD
1267,development,USD
1268,validation,USD
1269,development,USD
1270,development,USD
1271,development,USD
1272,validation,USD
1273,development,USD
1274,development,USD
1275,validation,USD
1276,validation,USD
1277,future_holdout,USD
1278,development,USD
1279,development,USD
1280,development,USD
1281,development,USD
1282,validation,USD
1283,validation,USD
1284,development,USD
1285,development,USD
1286,development,USD
1287,development,USD
1288,validation,USD
1289,future_holdout,USD
1290,development,USD
1291,development,USD
1292,development,USD
1293,validation,USD
1294,development,USD
1295,future_holdout,USD
1296,validation,USD
1297,development,USD
1298,development,USD
1299,development,USD
1300,validation,USD
1301,future_holdout,USD
1302,development,USD
1303,development,USD
1304,development,USD
1305,development,USD
1306,development,USD
1307,development,USD
1308,validation,USD
1309,development,USD
1310,development,USD
1311,development,USD
1312,future_holdout,USD
1313,future_holdout,USD
1314,development,USD
1315,development,USD
1316,development,USD
1317,development,USD
1318,development,USD
1319,validation,USD
1320,development,USD
1321,validation,USD
1322,development,USD
1323,development,USD
1324,development,USD
1325,future_holdout,USD
1326,development,USD
1327,development,USD
1328,future_holdout,USD
1329,development,USD
1330,development,USD
1331,future_holdout,USD
1332,development,USD
1333,development,USD
1334,development,USD
1335,future_holdout,USD
1336,development,USD
1337,future_holdout,USD
1338,development,USD
1339,development,USD
1340,development,USD
1341,future_holdout,USD
1342,development,USD
1343,development,USD
1344,future_holdout,USD
1345,validation,USD
1346,development,USD
1347,future_holdout,USD
1348,development,USD
1349,validation,USD
1350,development,USD
1351,development,USD
1352,validation,USD
1353,development,USD
1354,future_holdout,USD
1355,validation,USD
1356,development,USD
1357,development,USD
1358,development,USD
1359,validation,USD
1360,future_holdout,USD
1361,future_holdout,USD
1362,future_holdout,USD
1363,future_holdout,USD
1364,future_holdout,USD
1365,development,USD
1366,validation,USD
1367,validation,USD
1368,future_holdout,USD
1369,future_holdout,USD
1370,future_holdout,USD
1371,future_holdout,USD
1372,validation,USD
1373,development,USD
1374,development,USD
1375,development,USD
1376,validation,USD
1377,validation,USD
1378,development,USD
1379,validation,USD
1380,development,USD
1381,development,USD
1382,development,USD
1383,development,USD
1384,validation,USD
1385,future_holdout,USD
1386,future_holdout,USD
1387,development,USD
1388,development,USD
1389,future_holdout,USD
1390,validation,USD
1391,development,USD
1392,future_holdout,USD
1393,development,USD
1394,validation,USD
1395,development,USD
1396,development,USD
1397,development,USD
1398,development,USD
1399,development,USD
1400,development,USD
1401,future_holdout,USD
1402,development,USD
1403,validation,USD
1404,future_holdout,USD
1405,future_holdout,USD
1406,future_holdout,USD
1407,future_holdout,USD
1408,development,USD
1409,development,USD
1410,future_holdout,USD
1411,development,USD
1412,future_holdout,USD
1413,development,USD
1414,validation,USD
1415,development,USD
1416,development,USD
1417,development,USD
1418,development,USD
1419,development,USD
1420,validation,USD
1421,future_holdout,USD
1422,validation,USD
1423,development,USD
1424,future_holdout,USD
1425,future_holdout,USD
1426,development,USD
1427,development,USD
1428,development,USD
1429,development,USD
1430,development,USD
1431,validation,USD
1432,future_holdout,USD
1433,future_holdout,USD
1434,development,USD
1435,development,USD
1436,development,USD
1437,validation,USD
1438,development,USD
1439,development,USD
1440,validation,USD
1441,validation,USD
1442,future_holdout,USD
1443,development,USD
1444,development,USD
1445,validation,USD
1446,validation,USD
1447,validation,USD
1448,development,USD
1449,future_holdout,USD
1450,future_holdout,USD
1451,development,USD
1452,future_holdout,USD
1453,future_holdout,USD
1454,validation,USD
1455,validation,USD
1456,validation,USD
1457,development,USD
1458,future_holdout,USD
1459,development,USD
1460,development,USD
1461,development,USD
1462,development,USD
1463,future_holdout,USD
1464,development,USD
1465,development,USD
1466,development,USD
1467,development,USD
1468,development,USD
1469,development,USD
1470,development,USD
1471,development,USD
1472,validation,USD
1473,development,USD
1474,development,USD
1475,development,USD
1476,development,USD
1477,validation,USD
1478,development,USD
1479,development,USD
1480,development,USD
1481,validation,USD
1482,future_holdout,USD
1483,validation,USD
1484,development,USD
1485,validation,USD
1486,development,USD
1487,development,USD
1488,development,USD
1489,future_holdout,USD
1490,development,USD
1491,development,USD
1492,validation,USD
1493,future_holdout,USD
1494,validation,USD
1495,validation,USD
1496,development,USD
1497,development,USD
1498,development,USD
1499,validation,USD
1500,validation,USD
1501,future_holdout,USD
1502,development,USD
1503,development,USD
1504,validation,USD
1505,development,USD
1506,validation,USD
1507,development,USD
1508,development,USD
1509,development,USD
1510,development,USD
1511,future_holdout,USD
1512,development,USD
1513,development,USD
1514,development,USD
1515,validation,USD
1516,future_holdout,USD
1517,development,USD
1518,development,USD
1519,development,USD
1520,future_holdout,USD
1521,future_holdout,USD
1522,validation,USD
1523,development,USD
1524,development,USD
1525,future_holdout,USD
1526,development,USD
1527,development,USD
1528,validation,USD
1529,future_holdout,USD
1530,future_holdout,USD
1531,development,USD
1532,future_holdout,USD
1533,validation,USD
1534,development,USD
1535,development,USD
1536,validation,USD
1537,validation,USD
1538,validation,USD
1539,future_holdout,USD
1540,future_holdout,USD
1541,development,USD
1542,validation,USD
1543,development,USD
1544,development,USD
1545,validation,USD
1546,development,USD
1547,validation,USD
1548,development,USD
1549,validation,USD
1550,development,USD
1551,validation,USD
1552,validation,USD
1553,validation,USD
1554,development,USD
1555,development,USD
1556,development,USD
1557,development,USD
1558,validation,USD
1559,validation,USD
1560,future_holdout,USD
1561,development,USD
1562,validation,USD
1563,development,USD
1564,future_holdout,USD
1565,validation,USD
1566,development,USD
1567,validation,USD
1568,future_holdout,USD
1569,validation,USD
1570,development,USD
1571,development,USD
1572,future_holdout,USD
1573,validation,USD
1574,development,USD
1575,future_holdout,USD
1576,development,USD
1577,development,USD
1578,future_holdout,USD
1579,development,USD
1580,validation,USD
1581,validation,USD
1582,future_holdout,USD
1583,development,USD
1584,development,USD
1585,development,USD
1586,development,USD
1587,development,USD
1588,future_holdout,USD
1589,development,USD
1590,development,USD
1591,future_holdout,USD
1592,validation,USD
1593,development,USD
1594,development,USD
1595,development,USD
1596,future_holdout,USD
1597,future_holdout,USD
1598,validation,USD
1599,future_holdout,USD
1600,validation,USD
1601,future_holdout,USD
1602,development,USD
1603,future_holdout,USD
1604,development,USD
1605,validation,USD
1606,development,USD
1607,validation,USD
1608,development,USD
1609,future_holdout,USD
1610,development,USD
1611,development,USD
1612,development,USD
1613,future_holdout,USD
1614,future_holdout,USD
1615,validation,USD
1616,validation,USD
1617,validation,USD
1618,validation,USD
1619,future_holdout,USD
1620,development,USD
1621,development,USD
1622,development,USD
1623,development,USD
1624,development,USD
1625,validation,USD
1626,development,USD
1627,future_holdout,USD
1628,development,USD
1629,development,USD
1630,development,USD
1631,development,USD
1632,validation,USD
1633,future_holdout,USD
1634,development,USD
1635,validation,USD
1636,development,USD
1637,future_holdout,USD
1638,validation,USD
