order_id,order_date,split_label,outcomes_final
ECM-00331,2025-06-12,validation,true
ECM-00332,2025-11-20,future_holdout,true
ECM-00333,2024-10-06,development,true
ECM-00334,2025-07-11,future_holdout,true
ECM-00335,2025-02-15,validation,true
ECM-00336,2025-07-29,future_holdout,true
ECM-00337,2025-09-26,future_holdout,true
ECM-00338,2025-03-03,validation,true
ECM-00339,2025-12-11,future_holdout,true
ECM-00340,2025-03-05,validation,true
ECM-00341,2025-04-22,validation,true
ECM-00342,2024-01-15,development,true
ECM-00343,2024-10-20,development,true
ECM-00344,2024-12-12,development,true
ECM-00345,2025-03-15,validation,true
ECM-00346,2024-08-03,development,true
ECM-00347,2025-07-14,future_holdout,true
ECM-00348,2024-08-17,development,true
ECM-00349,2025-01-06,validation,true
ECM-00350,2025-06-15,validation,true
ECM-00351,2025-11-27,future_holdout,true
ECM-00352,2025-07-19,future_holdout,true
ECM-00353,2025-09-21,future_holdout,true
ECM-00354,2024-05-08,development,true
ECM-00355,2025-03-25,validation,true
ECM-00356,2025-03-23,validation,true
ECM-00357,2025-09-02,future_holdout,true
ECM-00358,2024-02-08,development,true
ECM-00359,2025-11-16,future_holdout,true
ECM-00360,2024-04-02,development,true
ECM-00361,2024-12-02,development,true
ECM-00362,2024-12-27,development,true
ECM-00363,2025-03-21,validation,true
ECM-00364,2024-07-23,development,true
ECM-00365,2024-12-17,development,true
ECM-00366,2025-03-31,validation,true
ECM-00367,2024-03-28,development,true
ECM-00368,2025-04-26,validation,true
ECM-00369,2025-07-14,future_holdout,true
ECM-00370,2024-07-10,development,true
ECM-00371,2024-07-27,development,true
ECM-00372,2024-11-11,development,true
ECM-00373,2025-11-12,future_holdout,true
ECM-00374,2025-05-28,validation,true
ECM-00375,2024-07-02,development,true
ECM-00376,2024-02-07,development,true
ECM-00377,2024-01-28,development,true
ECM-00378,2025-08-28,future_holdout,true
ECM-00379,2024-02-19,development,true
ECM-00380,2025-12-04,future_holdout,true
ECM-00381,2025-12-08,future_holdout,true
ECM-00382,2025-04-17,validation,true
ECM-00383,2024-03-12,development,true
ECM-00384,2025-05-15,validation,true
ECM-00385,2025-12-09,future_holdout,true
ECM-00386,2025-10-09,future_holdout,true
ECM-00387,2025-08-29,future_holdout,true
ECM-00388,2025-09-22,future_holdout,true
ECM-00389,2024-07-12,development,true
ECM-00390,2024-12-06,development,true
ECM-00391,2025-09-09,future_holdout,true
ECM-00392,2025-05-24,validation,true
ECM-00393,2024-05-11,development,true
ECM-00394,2024-06-04,development,true
ECM-00395,2024-07-31,development,true
ECM-00396,2024-09-22,development,true
ECM-00397,2025-11-15,future_holdout,true
ECM-00398,2024-08-25,development,true
ECM-00399,2024-05-16,development,true
ECM-00400,2024-03-17,development,true
ECM-00401,2025-09-12,future_holdout,true
ECM-00402,2024-01-09,development,true
ECM-00403,2024-12-02,development,true
ECM-00404,2024-07-11,development,true
ECM-00405,2025-04-18,validation,true
ECM-00406,2024-05-10,development,true
ECM-00407,2024-11-18,development,true
ECM-00408,2025-11-10,future_holdout,true
ECM-00409,2025-12-21,future_holdout,true
ECM-00410,2024-08-04,development,true
ECM-00411,2025-09-16,future_holdout,true
ECM-00412,2025-02-12,validation,true
ECM-00413,2024-05-02,development,true
ECM-00414,2025-03-19,validation,true
ECM-00415,2024-08-08,development,true
ECM-00416,2025-04-16,validation,true
ECM-00417,2024-06-04,development,true
ECM-00418,2025-10-31,future_holdout,true
ECM-00419,2024-08-07,development,true
ECM-00420,2025-04-13,validation,true
ECM-00421,2024-02-03,development,true
ECM-00422,2025-08-12,future_holdout,true
ECM-00423,2025-09-09,future_holdout,true
ECM-00424,2024-11-07,development,true
ECM-00425,2025-06-22,validation,true
ECM-00426,2024-01-28,development,true
ECM-00427,2024-02-19,development,true
ECM-00428,2025-01-24,validation,true
ECM-00429,2024-11-11,development,true
ECM-00430,2024-02-01,development,true
ECM-00431,2025-09-25,future_holdout,true
ECM-00432,2025-12-19,future_holdout,true
ECM-00433,2024-03-09,development,true
ECM-00434,2024-02-04,development,true
ECM-00435,2024-04-08,development,true
ECM-00436,2024-04-12,development,true
ECM-00437,2024-02-09,development,true
ECM-00438,2024-03-28,development,true
ECM-00439,2024-09-01,development,true
ECM-00440,2024-06-04,development,true
ECM-00441,2025-10-04,future_holdout,true
ECM-00442,2024-04-18,development,true
ECM-00443,2024-02-29,development,true
ECM-00444,2025-07-14,future_holdout,true
ECM-00445,2024-12-28,development,true
ECM-00446,2025-10-16,future_holdout,true
ECM-00447,2024-04-10,development,true
ECM-00448,2025-11-29,future_holdout,true
ECM-00449,2024-12-12,development,true
ECM-00450,2024-06-16,development,true
ECM-00451,2025-10-20,future_holdout,true
ECM-00452,2025-07-17,future_holdout,true
ECM-00453,2024-01-27,development,true
ECM-00454,2025-11-23,future_holdout,true
ECM-00455,2024-02-26,development,true
ECM-00456,2025-11-30,future_holdout,true
ECM-00457,2024-04-25,development,true
ECM-00458,2025-08-18,future_holdout,true
ECM-00459,2024-08-27,development,true
ECM-00460,2025-09-18,future_holdout,true
ECM-00461,2024-06-11,development,true
ECM-00462,2024-11-17,development,true
ECM-00463,2024-05-24,development,true
ECM-00464,2025-11-10,future_holdout,true
ECM-00465,2025-03-21,validation,true
ECM-00466,2025-12-27,future_holdout,true
ECM-00467,2024-04-09,development,true
ECM-00468,2024-07-15,development,true
ECM-00469,2025-02-09,validation,true
ECM-00470,2024-02-16,development,true
ECM-00471,2025-04-26,validation,true
ECM-00472,2024-08-23,development,true
ECM-00473,2025-05-14,validation,true
ECM-00474,2025-09-30,future_holdout,true
ECM-00475,2024-08-22,development,true
ECM-00476,2024-10-24,development,true
ECM-00477,2024-01-08,development,true
ECM-00478,2025-12-16,future_holdout,true
ECM-00479,2025-04-30,validation,true
ECM-00480,2024-01-04,development,true
ECM-00481,2025-02-14,validation,true
ECM-00482,2025-03-22,validation,true
ECM-00483,2024-09-02,development,true
ECM-00484,2024-02-04,development,true
ECM-00485,2025-11-09,future_holdout,true
ECM-00486,2025-03-26,validation,true
ECM-00487,2024-01-21,development,true
ECM-00488,2025-03-30,validation,true
ECM-00489,2025-12-01,future_holdout,true
ECM-00490,2025-11-02,future_holdout,true
ECM-00491,2025-10-10,future_holdout,true
ECM-00492,2024-09-26,development,true
ECM-00493,2024-04-16,development,true
ECM-00494,2025-04-25,validation,true
ECM-00495,2024-03-20,development,true
ECM-00496,2024-04-26,development,true
ECM-00497,2025-09-02,future_holdout,true
ECM-00498,2024-09-02,development,true
ECM-00499,2024-01-31,development,true
ECM-00500,2025-11-08,future_holdout,true
ECM-00501,2025-04-19,validation,true
ECM-00502,2024-02-06,development,true
ECM-00503,2024-07-10,development,true
ECM-00504,2025-08-06,future_holdout,true
ECM-00505,2024-04-15,development,true
ECM-00506,2024-03-01,development,true
ECM-00507,2025-04-01,validation,true
ECM-00508,2024-09-15,development,true
ECM-00509,2024-02-04,development,true
ECM-00510,2025-10-17,future_holdout,true
ECM-00511,2025-08-08,future_holdout,true
ECM-00512,2024-03-10,development,true
ECM-00513,2024-04-13,development,true
ECM-00514,2025-05-26,validation,true
ECM-00515,2025-10-12,future_holdout,true
ECM-00516,2024-01-21,development,true
ECM-00517,2024-10-26,development,true
ECM-00518,2025-07-27,future_holdout,true
ECM-00519,2024-07-02,development,true
ECM-00520,2025-02-14,validation,true
ECM-00521,2025-11-16,future_holdout,true
ECM-00522,2024-08-05,development,true
ECM-00523,2024-10-05,development,true
ECM-00524,2024-06-05,development,true
ECM-00525,2025-04-01,validation,true
ECM-00526,2024-03-04,development,true
ECM-00527,2025-05-23,validation,true
ECM-00528,2024-12-01,development,true
ECM-00529,2024-12-15,development,true
ECM-00530,2024-02-25,development,true
ECM-00531,2025-06-11,validation,true
ECM-00532,2024-06-09,development,true
ECM-00533,2025-12-10,future_holdout,true
ECM-00534,2024-12-05,development,true
ECM-00535,2024-06-28,development,true
ECM-00536,2025-12-18,future_holdout,true
ECM-00537,2025-01-26,validation,true
ECM-00538,2024-01-21,development,true
ECM-00539,2024-06-20,development,true
ECM-00540,2024-12-11,development,true
ECM-00541,2024-02-12,development,true
ECM-00542,2024-10-02,development,true
ECM-00543,2024-08-11,development,true
ECM-00544,2025-10-25,future_holdout,true
ECM-00545,2024-11-27,development,true
ECM-00546,2024-06-06,development,true
ECM-00547,2024-03-25,development,true
ECM-00548,2024-03-24,development,true
ECM-00549,2024-03-15,development,true
ECM-00550,2025-08-15,future_holdout,true
ECM-00551,2024-11-27,development,true
ECM-00552,2025-12-21,future_holdout,true
ECM-00553,2024-05-29,development,true
ECM-00554,2025-01-31,validation,true
ECM-00555,2025-02-18,validation,true
ECM-00556,2024-07-25,development,true
ECM-00557,2025-11-14,future_holdout,true
ECM-00558,2024-11-15,development,true
ECM-00559,2024-02-03,development,true
ECM-00560,2024-10-26,development,true
ECM-00561,2024-08-06,development,true
ECM-00562,2024-09-04,development,true
ECM-00563,2024-11-23,development,true
ECM-00564,2024-08-18,development,true
ECM-00565,2025-12-28,future_holdout,true
ECM-00566,2024-09-06,development,true
ECM-00567,2025-01-17,validation,true
ECM-00568,2025-09-12,future_holdout,true
ECM-00569,2024-10-17,development,true
ECM-00570,2025-07-19,future_holdout,true
ECM-00571,2024-08-05,development,true
ECM-00572,2024-03-11,development,true
ECM-00573,2024-03-03,development,true
ECM-00574,2024-04-16,development,true
ECM-00575,2024-12-31,development,true
ECM-00576,2024-11-17,development,true
ECM-00577,2025-10-09,future_holdout,true
ECM-00578,2025-08-16,future_holdout,true
ECM-00579,2024-02-19,development,true
ECM-00580,2025-10-18,future_holdout,true
ECM-00581,2024-09-13,development,true
ECM-00582,2024-07-25,development,true
ECM-00583,2025-06-09,validation,true
ECM-00584,2024-07-13,development,true
ECM-00585,2024-01-15,development,true
ECM-00586,2024-01-05,development,true
ECM-00587,2024-05-29,development,true
ECM-00588,2025-11-06,future_holdout,true
ECM-00589,2025-08-27,future_holdout,true
ECM-00590,2025-11-10,future_holdout,true
ECM-00591,2024-08-17,development,true
ECM-00592,2024-08-19,development,true
ECM-00593,2024-05-08,development,true
ECM-00594,2025-01-25,validation,true
ECM-00595,2025-11-07,future_holdout,true
ECM-00596,2024-01-12,development,true
ECM-00597,2024-08-04,development,true
ECM-00598,2024-12-29,development,true
ECM-00599,2024-06-21,development,true
ECM-00600,2025-09-19,future_holdout,true
ECM-00601,2024-05-27,development,true
ECM-00602,2025-09-15,future_holdout,true
ECM-00603,2025-04-27,validation,true
ECM-00604,2025-04-24,validation,true
ECM-00605,2024-05-03,development,true
ECM-00606,2024-07-22,development,true
ECM-00607,2025-11-07,future_holdout,true
ECM-00608,2024-12-07,development,true
ECM-00609,2025-11-09,future_holdout,true
ECM-00610,2024-06-15,development,true
ECM-00611,2024-05-09,development,true
ECM-00612,2024-03-10,development,true
ECM-00613,2025-06-02,validation,true
ECM-00614,2025-04-07,validation,true
ECM-00615,2025-03-28,validation,true
ECM-00616,2024-09-14,development,true
ECM-00617,2024-10-24,development,true
ECM-00618,2025-08-14,future_holdout,true
ECM-00619,2024-06-09,development,true
ECM-00620,2024-07-25,development,true
ECM-00621,2024-07-17,development,true
ECM-00622,2025-04-29,validation,true
ECM-00623,2025-06-24,validation,true
ECM-00624,2024-05-16,development,true
ECM-00625,2025-05-21,validation,true
ECM-00626,2025-04-20,validation,true
ECM-00627,2024-12-04,development,true
ECM-00628,2024-06-09,development,true
ECM-00629,2024-06-11,development,true
ECM-00630,2025-11-06,future_holdout,true
ECM-00631,2025-05-04,validation,true
ECM-00632,2025-08-20,future_holdout,true
ECM-00633,2025-01-25,validation,true
ECM-00634,2025-12-19,future_holdout,true
ECM-00635,2024-04-10,development,true
ECM-00636,2025-08-11,future_holdout,true
ECM-00637,2025-07-28,future_holdout,true
ECM-00638,2025-04-03,validation,true
ECM-00639,2025-12-06,future_holdout,true
ECM-00640,2024-11-11,development,true
ECM-00641,2025-05-21,validation,true
ECM-00642,2025-04-17,validation,true
ECM-00643,2024-01-23,development,true
ECM-00644,2025-04-23,validation,true
ECM-00645,2025-12-15,future_holdout,true
ECM-00646,2024-03-06,development,true
ECM-00647,2024-07-19,development,true
ECM-00648,2024-05-05,development,true
ECM-00649,2024-08-06,development,true
ECM-00650,2025-05-07,validation,true
ECM-00651,2024-02-01,development,true
ECM-00652,2024-04-03,development,true
ECM-00653,2025-07-21,future_holdout,true
ECM-00654,2024-11-19,development,true
ECM-00655,2024-07-28,development,true
ECM-00656,2024-10-14,development,true
ECM-00657,2025-12-02,future_holdout,true
ECM-00658,2024-04-02,development,true
ECM-00659,2025-08-12,future_holdout,true
ECM-00660,2025-08-21,future_holdout,true
ECM-00661,2025-12-26,future_holdout,true
ECM-00662,2025-08-10,future_holdout,true
ECM-00663,2025-02-28,validation,true
ECM-00664,2025-08-30,future_holdout,true
ECM-00665,2024-09-14,development,true
ECM-00666,2024-07-01,development,true
ECM-00667,2025-11-03,future_holdout,true
ECM-00668,2024-06-20,development,true
ECM-00669,2025-07-16,future_holdout,true
ECM-00670,2024-08-03,development,true
ECM-00671,2024-02-16,development,true
ECM-00672,2025-07-21,future_holdout,true
ECM-00673,2025-03-22,validation,true
ECM-00674,2025-08-08,future_holdout,true
ECM-00675,2025-01-26,validation,true
ECM-00676,2025-11-17,future_holdout,true
ECM-00677,2025-06-28,validation,true
ECM-00678,2025-04-25,validation,true
ECM-00679,2025-10-17,future_holdout,true
ECM-00680,2025-10-14,future_holdout,true
ECM-00681,2024-11-07,development,true
ECM-00682,2024-12-04,development,true
ECM-00683,2024-07-04,development,true
ECM-00684,2024-03-22,development,true
ECM-00685,2024-02-25,development,true
ECM-00686,2024-09-24,development,true
ECM-00687,2024-07-26,development,true
ECM-00688,2024-10-27,development,true
ECM-00689,2024-05-12,development,true
ECM-00690,2024-10-01,development,true
ECM-00691,2024-02-13,development,true
ECM-00692,2025-04-30,validation,true
ECM-00693,2025-05-04,validation,true
ECM-00694,2025-05-28,validation,true
ECM-00695,2025-01-06,validation,true
ECM-00696,2025-07-31,future_holdout,true
ECM-00697,2025-10-29,future_holdout,true
ECM-00698,2025-02-12,validation,true
ECM-00699,2025-06-12,validation,true
ECM-00700,2025-07-02,future_holdout,true
ECM-00701,2024-10-16,development,true
ECM-00702,2025-09-08,future_holdout,true
ECM-00703,2025-03-04,validation,true
ECM-00704,2025-06-20,validation,true
ECM-00705,2024-04-08,development,true
ECM-00706,2025-08-08,future_holdout,true
ECM-00707,2025-05-22,validation,true
ECM-00708,2024-06-12,development,true
ECM-00709,2025-07-12,future_holdout,true
ECM-00710,2024-03-25,development,true
ECM-00711,2024-06-23,development,true
ECM-00712,2025-12-17,future_holdout,true
ECM-00713,2025-05-28,validation,true
ECM-00714,2024-05-14,development,true
ECM-00715,2024-08-13,development,true
ECM-00716,2025-04-20,validation,true
ECM-00717,2025-04-18,validation,true
ECM-00718,2025-06-13,validation,true
ECM-00719,2025-05-12,validation,true
ECM-00720,2024-04-20,development,true
ECM-00721,2025-09-25,future_holdout,true
ECM-00722,2024-07-05,development,true
ECM-00723,2024-07-25,development,true
