order_date,product_category,product_tier,product_price_usd,quantity,items_in_cart,discount_pct,payment_method,shipping_method,customer_segment,acquisition_channel,device_type,warehouse_id,fulfillment_agent,coupon_used,days_since_last_visit
2025-08-24,electronics,standard,98.45,3,1,0.3,buy_now_pay_later,standard,new,email,mobile,WH1,Agent 6,false,22
2024-04-16,electronics,premium,119.37,2,3,0.2,paypal,standard,new,organic,mobile,WH1,Agent 2,true,1
2024-03-16,apparel,luxury,96.01,1,2,0.15,paypal,express,vip,affiliate,desktop,WH4,Agent 2,true,28
2025-07-04,beauty,standard,46.94,1,2,0.15,paypal,standard,new,social,mobile,WH1,Agent 4,true,0
2025-04-11,electronics,premium,108.66,1,2,0.15,card,express,new,paid_search,mobile,WH1,Agent 2,true,64
2024-09-01,apparel,premium,49.41,3,3,0.05,buy_now_pay_later,standard,vip,paid_search,desktop,WH1,Agent 7,false,68
2025-06-17,home_goods,standard,72.13,2,2,0.1,card,standard,new,organic,mobile,WH3,Agent 1,false,36
2024-09-11,electronics,standard,110.75,1,4,0.05,buy_now_pay_later,next_day,returning,organic,mobile,WH3,Agent 1,true,13
2025-12-27,home_goods,standard,110.58,4,2,0.05,paypal,standard,new,paid_search,mobile,WH3,Agent 3,false,21
2025-06-30,home_goods,standard,71.19,3,5,0.2,buy_now_pay_later,standard,vip,paid_search,desktop,WH1,Agent 4,false,42
2024-11-10,apparel,premium,63.76,1,1,0.2,gift_card,standard,new,social,desktop,WH4,Agent 1,true,44
2025-07-16,home_goods,premium,86.61,1,1,0.0,card,standard,vip,organic,mobile,WH1,Agent 2,false,7
2024-06-06,apparel,premium,54.29,2,5,0.4,card,standard,returning,social,mobile,WH1,Agent 2,false,8
2024-09-04,apparel,premium,127.09,1,2,0.1,buy_now_pay_later,standard,new,paid_search,desktop,WH4,Agent 1,false,0
2024-06-27,beauty,premium,44.54,1,5,0.05,card,standard,returning,paid_search,mobile,WH4,Agent 1,false,34
2024-10-23,beauty,standard,31.83,4,3,0.3,paypal,standard,new,organic,mobile,WH4,Agent 8,true,53
2025-11-24,toys,standard,40.74,2,1,0.3,card,next_day,new,social,mobile,WH2,Agent 4,false,35
2024-01-05,beauty,standard,25.97,1,3,0.1,buy_now_pay_later,standard,returning,email,mobile,WH3,Agent 2,true,15
2024-09-09,apparel,standard,72.5,1,1,0.1,card,express,new,organic,tablet,WH4,Agent 6,true,54
2024-09-04,toys,luxury,135.19,1,5,0.2,card,standard,returning,email,desktop,WH4,Agent 2,false,1
2024-07-17,apparel,luxury,63.65,5,1,0.3,buy_now_pay_later,next_day,new,paid_search,mobile,WH1,Agent 6,false,18
2025-03-23,electronics,standard,110.83,3,2,0.05,paypal,standard,new,organic,desktop,WH1,Agent 2,false,38
2025-04-23,toys,standard,47.94,1,5,0.15,card,standard,returning,paid_search,tablet,WH3,Agent 2,false,12
2024-09-12,electronics,standard,71.71,1,6,0.2,buy_now_pay_later,standard,returning,organic,mobile,WH1,Agent 2,true,38
2024-03-26,electronics,standard,86.23,1,6,0.05,gift_card,express,returning,affiliate,mobile,WH1,Agent 5,false,65
2024-08-09,apparel,premium,61.3,3,3,0.3,card,express,returning,organic,desktop,WH4,Agent 8,false,47
2025-06-06,toys,standard,12.15,1,3,0.0,buy_now_pay_later,next_day,new,organic,mobile,WH3,Agent 7,true,27
2025-11-30,electronics,standard,123.71,4,1,0.05,buy_now_pay_later,standard,vip,affiliate,mobile,WH3,Agent 7,false,51
2025-06-06,beauty,standard,25.72,1,2,0.05,gift_card,standard,returning,affiliate,mobile,WH2,Agent 5,false,4
2025-11-06,apparel,standard,71.87,5,2,0.0,buy_now_pay_later,express,returning,organic,desktop,WH2,Agent 2,false,54
2024-09-21,home_goods,premium,157.14,7,2,0.05,card,standard,new,paid_search,mobile,WH1,Agent 2,false,0
2025-01-28,home_goods,luxury,133.64,1,3,0.1,buy_now_pay_later,standard,new,social,tablet,WH3,Agent 2,true,15
2025-09-28,toys,premium,101.0,1,3,0.1,gift_card,standard,new,paid_search,desktop,WH4,Agent 3,false,0
2024-02-10,electronics,standard,107.22,4,1,0.1,card,next_day,new,affiliate,desktop,WH1,Agent 6,false,0
2025-06-02,home_goods,standard,71.36,1,4,0.05,buy_now_pay_later,next_day,returning,paid_search,mobile,WH3,Agent 3,true,39
2024-10-27,toys,standard,20.65,1,2,0.3,buy_now_pay_later,next_day,new,paid_search,mobile,WH2,Agent 2,true,0
2024-08-08,apparel,premium,65.07,1,2,0.1,card,standard,returning,organic,mobile,WH1,Agent 6,true,17
2024-05-13,electronics,premium,94.54,1,2,0.0,card,next_day,new,email,mobile,WH4,Agent 3,false,0
2025-01-21,home_goods,standard,68.0,1,6,0.15,card,standard,vip,organic,tablet,WH4,Agent 2,true,38
2025-11-21,apparel,standard,62.88,3,6,0.2,card,next_day,returning,email,desktop,WH3,Agent 2,false,55
2024-08-04,apparel,standard,29.41,3,1,0.0,buy_now_pay_later,standard,new,organic,desktop,WH1,Agent 4,true,0
2025-03-16,electronics,premium,65.94,1,3,0.2,buy_now_pay_later,standard,returning,social,desktop,WH1,Agent 6,false,22
2025-06-06,beauty,standard,38.84,1,1,0.0,paypal,standard,returning,email,tablet,WH3,Agent 5,true,0
2024-01-05,toys,standard,35.28,3,1,0.05,paypal,express,new,social,desktop,WH2,Agent 8,false,24
2025-07-29,electronics,standard,72.25,1,3,0.3,buy_now_pay_later,standard,new,email,desktop,WH1,Agent 2,false,35
2024-06-24,home_goods,standard,66.57,2,1,0.15,buy_now_pay_later,next_day,new,social,desktop,WH1,Agent 3,false,0
2025-04-17,beauty,standard,36.47,2,1,0.1,gift_card,express,vip,paid_search,mobile,WH4,Agent 4,false,13
2025-01-24,electronics,luxury,146.7,4,1,0.4,card,standard,new,social,desktop,WH2,Agent 2,true,19
2025-04-25,beauty,premium,16.26,1,1,0.05,paypal,standard,returning,paid_search,desktop,WH1,Agent 8,false,41
2025-12-30,apparel,standard,26.25,2,6,0.1,card,express,returning,affiliate,mobile,WH3,Agent 2,false,2
2025-06-26,home_goods,standard,54.18,2,3,0.15,card,express,returning,social,mobile,WH4,Agent 7,false,21
2025-01-30,home_goods,standard,70.96,5,1,0.1,card,standard,new,paid_search,mobile,WH1,Agent 2,false,53
2024-05-08,beauty,standard,24.28,2,2,0.1,buy_now_pay_later,standard,new,social,mobile,WH3,Agent 4,false,0
2025-11-16,beauty,standard,28.99,1,3,0.2,card,standard,vip,organic,desktop,WH4,Agent 8,true,22
2024-09-23,electronics,standard,94.17,1,3,0.15,paypal,standard,new,social,mobile,WH3,Agent 3,true,0
2024-12-25,home_goods,standard,21.8,1,6,0.1,card,standard,returning,email,mobile,WH1,Agent 2,true,25
2024-02-10,electronics,standard,105.09,3,1,0.15,paypal,express,new,paid_search,mobile,WH3,Agent 2,false,0
2024-11-16,apparel,standard,58.62,3,2,0.4,card,standard,new,paid_search,desktop,WH3,Agent 2,false,0
2024-07-20,apparel,standard,29.56,3,5,0.0,paypal,standard,returning,social,tablet,WH1,Agent 6,false,18
2024-12-29,electronics,standard,114.15,2,2,0.15,buy_now_pay_later,express,new,email,mobile,WH2,Agent 2,false,12
2024-10-31,electronics,standard,69.34,1,1,0.0,buy_now_pay_later,standard,new,email,desktop,WH4,Agent 2,true,20
2024-03-04,home_goods,premium,136.48,1,3,0.1,card,standard,new,email,desktop,WH3,Agent 8,false,26
2024-08-20,toys,standard,22.75,1,2,0.15,paypal,standard,vip,social,tablet,WH2,Agent 4,false,23
2024-08-27,home_goods,standard,64.16,4,2,0.2,gift_card,express,new,organic,desktop,WH1,Agent 2,false,9
2025-05-19,beauty,standard,32.39,1,4,0.4,card,standard,returning,paid_search,mobile,WH1,Agent 5,false,0
2025-04-15,home_goods,standard,44.09,1,4,0.05,card,next_day,returning,paid_search,mobile,WH1,Agent 2,true,76
2025-11-12,electronics,standard,71.74,2,6,0.3,paypal,express,returning,social,mobile,WH3,Agent 2,false,22
2024-07-18,toys,standard,34.81,1,2,0.1,buy_now_pay_later,standard,new,affiliate,mobile,WH3,Agent 5,false,44
2025-06-20,electronics,standard,97.55,2,6,0.05,card,next_day,returning,paid_search,mobile,WH4,Agent 2,false,0
2025-10-06,electronics,premium,139.24,6,1,0.05,buy_now_pay_later,express,new,affiliate,mobile,WH1,Agent 7,false,34
2024-12-30,beauty,standard,19.63,1,4,0.15,card,standard,returning,social,desktop,WH2,Agent 4,false,0
2024-06-01,toys,standard,13.26,3,3,0.3,paypal,standard,new,email,mobile,WH1,Agent 8,false,51
2024-07-27,beauty,luxury,89.81,2,2,0.15,gift_card,standard,returning,email,desktop,WH1,Agent 2,true,0
2025-02-10,home_goods,luxury,243.98,2,1,0.3,gift_card,standard,vip,paid_search,mobile,WH1,Agent 2,false,0
2024-11-15,toys,standard,24.39,2,1,0.1,paypal,express,new,paid_search,desktop,WH2,Agent 3,false,35
2024-01-30,apparel,premium,93.5,2,2,0.2,card,express,new,paid_search,desktop,WH1,Agent 6,false,1
2025-07-08,beauty,standard,8.55,1,5,0.4,paypal,next_day,returning,paid_search,tablet,WH1,Agent 2,true,0
2024-08-09,toys,premium,58.61,2,5,0.05,paypal,express,returning,affiliate,mobile,WH1,Agent 2,false,72
2025-05-03,beauty,standard,47.07,2,5,0.1,card,standard,returning,organic,mobile,WH1,Agent 3,false,17
2025-12-04,apparel,premium,56.27,3,2,0.3,paypal,express,new,paid_search,mobile,WH1,Agent 4,false,4
2025-11-27,apparel,standard,24.65,3,1,0.05,paypal,next_day,new,social,mobile,WH1,Agent 5,false,1
2025-02-08,beauty,luxury,57.77,1,4,0.0,card,standard,returning,organic,mobile,WH4,Agent 5,false,0
2025-03-16,home_goods,premium,99.54,2,3,0.0,card,standard,new,email,desktop,WH1,Agent 2,false,43
2025-06-10,home_goods,standard,48.24,1,3,0.05,card,standard,new,paid_search,mobile,WH2,Agent 3,true,35
2025-04-07,toys,standard,23.87,3,6,0.15,card,standard,returning,organic,tablet,WH2,Agent 2,false,19
2025-03-26,home_goods,luxury,222.91,2,2,0.0,card,standard,new,social,desktop,WH3,Agent 2,true,24
2025-09-10,beauty,standard,45.68,3,2,0.0,card,express,new,social,mobile,WH1,Agent 6,false,2
2025-01-31,apparel,luxury,107.76,2,1,0.0,paypal,standard,new,organic,mobile,WH3,Agent 8,false,28
2024-07-20,apparel,standard,25.54,2,2,0.0,card,standard,returning,organic,desktop,WH1,Agent 7,false,24
2025-10-07,home_goods,luxury,95.73,2,5,0.3,gift_card,standard,returning,organic,mobile,WH1,Agent 2,true,0
2024-06-23,beauty,standard,21.25,1,2,0.3,buy_now_pay_later,standard,new,affiliate,desktop,WH3,Agent 1,true,0
2025-08-22,toys,standard,23.79,4,2,0.1,card,express,new,paid_search,desktop,WH3,Agent 4,false,14
2024-02-10,home_goods,standard,120.06,1,1,0.15,card,standard,new,social,mobile,WH1,Agent 2,false,35
2024-03-04,beauty,premium,67.84,1,2,0.2,card,standard,vip,email,mobile,WH3,Agent 8,false,52
2024-08-04,electronics,premium,175.41,1,1,0.3,paypal,standard,new,paid_search,mobile,WH1,Agent 5,false,44
2025-04-22,toys,standard,43.56,1,1,0.2,paypal,express,new,affiliate,tablet,WH4,Agent 3,false,47
2025-03-25,beauty,standard,45.16,1,5,0.1,paypal,standard,returning,affiliate,mobile,WH4,Agent 2,true,41
2024-07-05,electronics,luxury,116.85,3,2,0.4,paypal,standard,new,paid_search,desktop,WH1,Agent 7,false,17
2024-02-10,apparel,luxury,122.99,4,1,0.05,card,standard,new,social,desktop,WH1,Agent 8,false,56
2025-10-21,apparel,premium,70.62,6,2,0.0,paypal,next_day,new,social,mobile,WH4,Agent 3,false,0
2024-11-07,beauty,standard,27.32,1,1,0.15,buy_now_pay_later,standard,new,organic,desktop,WH1,Agent 6,false,37
2025-03-23,beauty,standard,27.46,1,1,0.0,gift_card,standard,new,organic,desktop,WH3,Agent 3,true,0
2024-06-09,electronics,premium,187.7,1,6,0.15,card,express,vip,organic,desktop,WH1,Agent 2,true,10
2025-07-19,home_goods,standard,73.74,1,5,0.3,card,standard,vip,paid_search,mobile,WH3,Agent 2,true,41
2025-02-21,toys,standard,25.82,3,2,0.05,card,standard,returning,paid_search,desktop,WH2,Agent 8,false,0
2025-10-01,electronics,standard,114.59,2,2,0.1,paypal,express,returning,organic,desktop,WH1,Agent 2,false,0
2024-07-31,home_goods,standard,91.26,2,2,0.2,card,standard,new,organic,desktop,WH3,Agent 6,false,15
2024-03-22,home_goods,standard,46.17,1,1,0.3,card,standard,new,organic,mobile,WH1,Agent 2,false,38
2025-09-13,apparel,premium,50.54,3,1,0.05,card,next_day,new,organic,desktop,WH4,Agent 4,false,20
2024-02-25,toys,standard,67.38,1,2,0.3,card,express,vip,organic,mobile,WH3,Agent 2,true,64
2025-07-06,apparel,standard,44.28,2,2,0.15,card,express,new,organic,mobile,WH4,Agent 3,false,30
2025-12-12,apparel,standard,49.37,3,1,0.0,card,standard,vip,paid_search,mobile,WH4,Agent 6,false,27
2025-06-02,electronics,standard,75.93,1,2,0.0,card,standard,new,paid_search,tablet,WH1,Agent 2,false,58
2025-04-15,apparel,standard,68.82,3,5,0.0,paypal,express,vip,affiliate,desktop,WH4,Agent 2,false,6
2024-03-05,electronics,standard,105.52,1,3,0.1,buy_now_pay_later,express,new,paid_search,mobile,WH1,Agent 2,false,6
2025-10-07,toys,standard,46.2,5,1,0.0,paypal,standard,returning,organic,mobile,WH3,Agent 1,false,0
2024-05-11,beauty,premium,15.1,2,4,0.05,paypal,standard,vip,organic,mobile,WH1,Agent 8,false,45
2025-03-14,toys,luxury,101.91,7,2,0.15,gift_card,standard,new,email,mobile,WH1,Agent 1,true,19
2024-03-28,home_goods,standard,92.95,2,3,0.05,buy_now_pay_later,standard,returning,organic,mobile,WH4,Agent 5,false,0
2025-09-14,beauty,standard,37.97,1,4,0.1,card,express,returning,paid_search,mobile,WH4,Agent 2,true,0
2025-04-15,apparel,standard,64.0,3,3,0.05,paypal,standard,new,organic,mobile,WH1,Agent 7,false,9
2025-11-09,home_goods,premium,74.33,2,4,0.0,gift_card,standard,returning,paid_search,desktop,WH2,Agent 2,false,15
2024-06-10,electronics,premium,124.22,1,3,0.0,card,standard,new,email,mobile,WH1,Agent 2,true,75
2025-10-13,electronics,standard,67.83,2,2,0.2,card,standard,new,affiliate,mobile,WH4,Agent 2,false,23
2025-09-27,home_goods,standard,102.66,1,4,0.1,card,standard,returning,affiliate,desktop,WH4,Agent 2,false,28
2024-07-24,electronics,standard,70.88,5,3,0.05,paypal,standard,returning,organic,desktop,WH3,Agent 8,false,20
2024-10-17,electronics,standard,88.07,1,3,0.1,buy_now_pay_later,next_day,new,affiliate,mobile,WH1,Agent 5,false,33
2024-12-31,toys,premium,43.9,2,4,0.2,card,standard,returning,paid_search,tablet,WH4,Agent 1,false,0
2025-08-30,electronics,standard,120.51,1,3,0.1,card,standard,new,organic,mobile,WH1,Agent 6,true,24
2024-03-30,beauty,luxury,19.04,3,3,0.3,card,standard,new,email,mobile,WH1,Agent 1,false,21
2024-05-28,apparel,standard,55.96,2,2,0.0,paypal,standard,new,paid_search,mobile,WH1,Agent 2,false,57
2024-04-10,beauty,premium,63.39,2,4,0.1,card,express,returning,paid_search,desktop,WH1,Agent 2,false,56
2025-03-30,electronics,standard,142.27,3,3,0.1,gift_card,standard,new,paid_search,desktop,WH4,Agent 2,false,3
2025-05-14,home_goods,standard,47.33,4,3,0.1,buy_now_pay_later,standard,new,affiliate,mobile,WH3,Agent 8,false,2
2025-06-04,apparel,premium,91.36,2,2,0.3,paypal,express,new,email,desktop,WH1,Agent 6,false,36
2025-05-13,toys,premium,60.02,3,4,0.1,card,express,returning,organic,desktop,WH1,Agent 1,false,39
2024-05-23,toys,standard,33.91,1,2,0.1,buy_now_pay_later,standard,new,affiliate,mobile,WH1,Agent 4,true,6
2024-08-01,apparel,standard,42.82,3,3,0.0,card,standard,new,affiliate,mobile,WH2,Agent 1,false,0
2024-01-30,home_goods,standard,45.27,5,5,0.15,card,standard,vip,paid_search,desktop,WH1,Agent 1,false,34
2024-10-30,toys,standard,41.92,1,2,0.05,card,standard,new,organic,mobile,WH4,Agent 5,false,26
2025-10-10,home_goods,premium,116.28,3,4,0.0,card,express,returning,social,tablet,WH1,Agent 2,false,0
2025-03-11,electronics,standard,98.47,1,1,0.0,paypal,standard,new,organic,mobile,WH2,Agent 7,false,4
2025-11-09,apparel,standard,49.03,1,1,0.0,paypal,standard,new,email,mobile,WH4,Agent 8,true,14
2024-04-16,beauty,standard,20.05,1,4,0.15,buy_now_pay_later,express,returning,organic,mobile,WH4,Agent 1,true,3
2024-08-12,electronics,standard,49.37,4,6,0.1,card,standard,returning,paid_search,mobile,WH1,Agent 4,false,17
2024-02-15,home_goods,premium,164.39,1,2,0.1,card,standard,new,paid_search,desktop,WH1,Agent 2,true,55
2025-02-17,electronics,standard,76.62,1,2,0.0,buy_now_pay_later,standard,new,organic,mobile,WH3,Agent 2,true,12
2024-05-29,electronics,standard,112.0,5,1,0.1,card,standard,new,email,tablet,WH2,Agent 2,false,0
2025-07-07,home_goods,premium,81.26,2,3,0.05,card,standard,returning,social,mobile,WH1,Agent 4,false,13
2024-04-06,beauty,luxury,79.7,2,1,0.1,card,standard,new,social,mobile,WH1,Agent 3,false,0
2024-04-13,toys,premium,63.16,1,6,0.05,buy_now_pay_later,express,returning,organic,mobile,WH3,Agent 2,true,3
2025-06-27,apparel,premium,41.3,5,2,0.0,gift_card,standard,new,email,mobile,WH1,Agent 1,true,0
2025-12-28,electronics,premium,123.85,1,3,0.0,gift_card,standard,returning,email,mobile,WH4,Agent 2,true,0
2024-06-01,apparel,standard,42.25,3,2,0.15,card,standard,new,paid_search,mobile,WH1,Agent 2,false,2
2025-04-15,electronics,premium,187.38,2,1,0.0,card,standard,new,email,tablet,WH1,Agent 2,false,10
2024-11-13,electronics,standard,85.24,3,3,0.4,buy_now_pay_later,next_day,new,social,mobile,WH1,Agent 2,true,56
2025-04-16,beauty,premium,56.93,1,3,0.05,card,express,returning,social,tablet,WH3,Agent 4,true,11
2024-09-20,beauty,standard,45.86,2,3,0.0,paypal,express,vip,organic,mobile,WH3,Agent 8,false,58
2025-03-16,electronics,premium,146.02,1,2,0.1,paypal,standard,returning,affiliate,mobile,WH4,Agent 2,true,11
2024-03-21,apparel,standard,55.34,5,4,0.1,buy_now_pay_later,standard,vip,email,desktop,WH1,Agent 8,true,8
2024-08-26,home_goods,standard,42.36,1,1,0.4,gift_card,standard,new,organic,mobile,WH2,Agent 3,false,0
2024-09-27,home_goods,premium,165.54,3,5,0.1,paypal,standard,returning,social,mobile,WH1,Agent 2,false,27
2025-12-30,home_goods,standard,88.58,1,5,0.15,card,standard,returning,paid_search,mobile,WH1,Agent 2,true,46
2024-12-13,electronics,premium,168.39,2,4,0.0,paypal,standard,returning,paid_search,desktop,WH4,Agent 2,false,9
2024-09-10,apparel,standard,52.31,3,3,0.05,card,standard,new,affiliate,tablet,WH4,Agent 1,false,31
2024-01-09,electronics,luxury,321.94,4,2,0.15,paypal,standard,new,organic,mobile,WH1,Agent 2,false,16
2025-07-18,electronics,standard,37.22,3,4,0.15,card,standard,vip,organic,tablet,WH1,Agent 2,false,16
2025-01-25,toys,standard,27.02,1,3,0.4,card,express,new,social,mobile,WH2,Agent 3,true,33
2025-12-12,electronics,premium,58.78,3,6,0.1,card,standard,returning,organic,mobile,WH4,Agent 2,true,42
2025-08-20,apparel,premium,98.01,1,5,0.3,buy_now_pay_later,standard,returning,paid_search,mobile,WH1,Agent 2,true,0
2024-01-12,beauty,standard,35.61,2,3,0.2,buy_now_pay_later,standard,new,social,mobile,WH4,Agent 6,false,20
2025-05-25,beauty,premium,82.62,1,1,0.05,buy_now_pay_later,next_day,new,social,desktop,WH3,Agent 4,true,43
2024-12-15,home_goods,standard,80.95,1,1,0.3,card,standard,returning,social,mobile,WH4,Agent 2,false,11
2025-02-19,electronics,standard,48.34,1,3,0.4,gift_card,standard,new,email,mobile,WH1,Agent 2,false,29
2025-10-31,apparel,premium,29.01,2,5,0.1,buy_now_pay_later,standard,returning,email,mobile,WH1,Agent 2,false,12
2024-06-09,beauty,standard,13.2,1,3,0.0,gift_card,standard,returning,paid_search,mobile,WH1,Agent 3,true,77
2025-01-22,apparel,standard,49.51,3,2,0.1,buy_now_pay_later,standard,new,organic,desktop,WH3,Agent 5,false,16
2024-08-03,apparel,premium,55.64,1,3,0.0,gift_card,standard,new,email,desktop,WH1,Agent 5,false,0
2024-02-18,beauty,standard,11.26,1,6,0.1,card,standard,returning,affiliate,desktop,WH3,Agent 2,true,6
2025-08-10,apparel,premium,84.53,1,3,0.05,paypal,standard,new,email,desktop,WH1,Agent 8,true,0
2024-02-24,home_goods,standard,68.39,1,4,0.0,card,standard,returning,organic,desktop,WH2,Agent 2,true,52
2025-12-21,electronics,standard,100.13,2,2,0.1,card,express,new,affiliate,desktop,WH1,Agent 2,false,10
2025-11-07,beauty,standard,19.14,1,2,0.05,card,standard,returning,organic,mobile,WH1,Agent 6,true,6
2024-09-15,home_goods,luxury,187.01,1,5,0.05,paypal,standard,returning,paid_search,mobile,WH2,Agent 2,true,68
2025-04-04,apparel,premium,50.41,2,1,0.2,paypal,next_day,new,affiliate,tablet,WH1,Agent 6,false,12
