order_id,customer_id
ECM-00289,ECM-CUST-1569
ECM-00290,ECM-CUST-2130
ECM-00291,ECM-CUST-2691
ECM-00292,ECM-CUST-0052
ECM-00293,ECM-CUST-0613
ECM-00294,ECM-CUST-1174
ECM-00295,ECM-CUST-1735
ECM-00296,ECM-CUST-2296
ECM-00297,ECM-CUST-2857
ECM-00298,ECM-CUST-0218
ECM-00299,ECM-CUST-0779
ECM-00300,ECM-CUST-1340
ECM-00301,ECM-CUST-1901
ECM-00302,ECM-CUST-2462
ECM-00303,ECM-CUST-3023
ECM-00304,ECM-CUST-0384
ECM-00305,ECM-CUST-0945
ECM-00306,ECM-CUST-1506
ECM-00307,ECM-CUST-2067
ECM-00308,ECM-CUST-2628
ECM-00309,ECM-CUST-3189
ECM-00310,ECM-CUST-0550
ECM-00311,ECM-CUST-1111
ECM-00312,ECM-CUST-1672
ECM-00313,ECM-CUST-2233
ECM-00314,ECM-CUST-2794
ECM-00315,ECM-CUST-0155
ECM-00316,ECM-CUST-0716
ECM-00317,ECM-CUST-1277
ECM-00318,ECM-CUST-1838
ECM-00319,ECM-CUST-2399
ECM-00320,ECM-CUST-2960
ECM-00321,ECM-CUST-0321
ECM-00322,ECM-CUST-0882
ECM-00323,ECM-CUST-1443
ECM-00324,ECM-CUST-2004
ECM-00325,ECM-CUST-2565
ECM-00326,ECM-CUST-3126
ECM-00327,ECM-CUST-0487
ECM-00328,ECM-CUST-1048
ECM-00329,ECM-CUST-1609
ECM-00330,ECM-CUST-2170
ECM-00331,ECM-CUST-2731
ECM-00332,ECM-CUST-0092
ECM-00333,ECM-CUST-0653
ECM-00334,ECM-CUST-1214
ECM-00335,ECM-CUST-1775
ECM-00336,ECM-CUST-2336
ECM-00337,ECM-CUST-2897
ECM-00338,ECM-CUST-0258
ECM-00339,ECM-CUST-0819
ECM-00340,ECM-CUST-1380
ECM-00341,ECM-CUST-1941
ECM-00342,ECM-CUST-2502
ECM-00343,ECM-CUST-3063
ECM-00344,ECM-CUST-0424
ECM-00345,ECM-CUST-0985
ECM-00346,ECM-CUST-1546
ECM-00347,ECM-CUST-2107
ECM-00348,ECM-CUST-2668
ECM-00349,ECM-CUST-0029
ECM-00350,ECM-CUST-0590
ECM-00351,ECM-CUST-1151
ECM-00352,ECM-CUST-1712
ECM-00353,ECM-CUST-2273
ECM-00354,ECM-CUST-2834
ECM-00355,ECM-CUST-0195
ECM-00356,ECM-CUST-0756
ECM-00357,ECM-CUST-1317
ECM-00358,ECM-CUST-1878
ECM-00359,ECM-CUST-2439
ECM-00360,ECM-CUST-3000
ECM-00361,ECM-CUST-0361
ECM-00362,ECM-CUST-0922
ECM-00363,ECM-CUST-1483
ECM-00364,ECM-CUST-2044
ECM-00365,ECM-CUST-2605
ECM-00366,ECM-CUST-3166
ECM-00367,ECM-CUST-0527
ECM-00368,ECM-CUST-1088
ECM-00369,ECM-CUST-1649
ECM-00370,ECM-CUST-2210
ECM-00371,ECM-CUST-2771
ECM-00372,ECM-CUST-0132
ECM-00373,ECM-CUST-0693
ECM-00374,ECM-CUST-1254
ECM-00375,ECM-CUST-1815
ECM-00376,ECM-CUST-2376
ECM-00377,ECM-CUST-2937
ECM-00378,ECM-CUST-0298
ECM-00379,ECM-CUST-0859
ECM-00380,ECM-CUST-1420
ECM-00381,ECM-CUST-1981
ECM-00382,ECM-CUST-2542
ECM-00383,ECM-CUST-3103
ECM-00384,ECM-CUST-0464
ECM-00385,ECM-CUST-1025
ECM-00386,ECM-CUST-1586
ECM-00387,ECM-CUST-2147
ECM-00388,ECM-CUST-2708
ECM-00389,ECM-CUST-0069
ECM-00390,ECM-CUST-0630
ECM-00391,ECM-CUST-1191
ECM-00392,ECM-CUST-1752
ECM-00393,ECM-CUST-2313
ECM-00394,ECM-CUST-2874
ECM-00395,ECM-CUST-0235
ECM-00396,ECM-CUST-0796
ECM-00397,ECM-CUST-1357
ECM-00398,ECM-CUST-1918
ECM-00399,ECM-CUST-2479
ECM-00400,ECM-CUST-3040
ECM-00401,ECM-CUST-0401
ECM-00402,ECM-CUST-0962
ECM-00403,ECM-CUST-1523
ECM-00404,ECM-CUST-2084
ECM-00405,ECM-CUST-2645
ECM-00406,ECM-CUST-0006
ECM-00407,ECM-CUST-0567
ECM-00408,ECM-CUST-1128
ECM-00409,ECM-CUST-1689
ECM-00410,ECM-CUST-2250
ECM-00411,ECM-CUST-2811
ECM-00412,ECM-CUST-0172
ECM-00413,ECM-CUST-0733
ECM-00414,ECM-CUST-1294
ECM-00415,ECM-CUST-1855
ECM-00416,ECM-CUST-2416
ECM-00417,ECM-CUST-2977
ECM-00418,ECM-CUST-0338
ECM-00419,ECM-CUST-0899
ECM-00420,ECM-CUST-1460
ECM-00421,ECM-CUST-2021
ECM-00422,ECM-CUST-2582
ECM-00423,ECM-CUST-3143
ECM-00424,ECM-CUST-0504
ECM-00425,ECM-CUST-1065
ECM-00426,ECM-CUST-1626
ECM-00427,ECM-CUST-2187
ECM-00428,ECM-CUST-2748
ECM-00429,ECM-CUST-0109
ECM-00430,ECM-CUST-0670
ECM-00431,ECM-CUST-1231
ECM-00432,ECM-CUST-1792
ECM-00433,ECM-CUST-2353
ECM-00434,ECM-CUST-2914
ECM-00435,ECM-CUST-0275
ECM-00436,ECM-CUST-0836
ECM-00437,ECM-CUST-1397
ECM-00438,ECM-CUST-1958
ECM-00439,ECM-CUST-2519
ECM-00440,ECM-CUST-3080
ECM-00441,ECM-CUST-0441
ECM-00442,ECM-CUST-1002
ECM-00443,ECM-CUST-1563
ECM-00444,ECM-CUST-2124
ECM-00445,ECM-CUST-2685
ECM-00446,ECM-CUST-0046
ECM-00447,ECM-CUST-0607
ECM-00448,ECM-CUST-1168
ECM-00449,ECM-CUST-1729
ECM-00450,ECM-CUST-2290
ECM-00451,ECM-CUST-2851
ECM-00452,ECM-CUST-0212
ECM-00453,ECM-CUST-0773
ECM-00454,ECM-CUST-1334
ECM-00455,ECM-CUST-1895
ECM-00456,ECM-CUST-2456
ECM-00457,ECM-CUST-3017
ECM-00458,ECM-CUST-0378
ECM-00459,ECM-CUST-0939
ECM-00460,ECM-CUST-1500
ECM-00461,ECM-CUST-2061
ECM-00462,ECM-CUST-2622
ECM-00463,ECM-CUST-3183
ECM-00464,ECM-CUST-0544
ECM-00465,ECM-CUST-1105
ECM-00466,ECM-CUST-1666
ECM-00467,ECM-CUST-2227
ECM-00468,ECM-CUST-2788
ECM-00469,ECM-CUST-0149
ECM-00470,ECM-CUST-0710
ECM-00471,ECM-CUST-1271
ECM-00472,ECM-CUST-1832
ECM-00473,ECM-CUST-2393
ECM-00474,ECM-CUST-2954
ECM-00475,ECM-CUST-0315
ECM-00476,ECM-CUST-0876
ECM-00477,ECM-CUST-1437
ECM-00478,ECM-CUST-1998
ECM-00479,ECM-CUST-2559
ECM-00480,ECM-CUST-3120
ECM-00481,ECM-CUST-0481
ECM-00482,ECM-CUST-1042
ECM-00483,ECM-CUST-1603
ECM-00484,ECM-CUST-2164
ECM-00485,ECM-CUST-2725
ECM-00486,ECM-CUST-0086
ECM-00487,ECM-CUST-0647
ECM-00488,ECM-CUST-1208
ECM-00489,ECM-CUST-1769
ECM-00490,ECM-CUST-2330
ECM-00491,ECM-CUST-2891
ECM-00492,ECM-CUST-0252
ECM-00493,ECM-CUST-0813
ECM-00494,ECM-CUST-1374
ECM-00495,ECM-CUST-1935
ECM-00496,ECM-CUST-2496
ECM-00497,ECM-CUST-3057
ECM-00498,ECM-CUST-0418
ECM-00499,ECM-CUST-0979
ECM-00500,ECM-CUST-1540
ECM-00501,ECM-CUST-2101
ECM-00502,ECM-CUST-2662
ECM-00503,ECM-CUST-0023
ECM-00504,ECM-CUST-0584
ECM-00505,ECM-CUST-1145
ECM-00506,ECM-CUST-1706
ECM-00507,ECM-CUST-2267
ECM-00508,ECM-CUST-2828
ECM-00509,ECM-CUST-0189
ECM-00510,ECM-CUST-0750
ECM-00511,ECM-CUST-1311
ECM-00512,ECM-CUST-1872
ECM-00513,ECM-CUST-2433
ECM-00514,ECM-CUST-2994
ECM-00515,ECM-CUST-0355
ECM-00516,ECM-CUST-0916
ECM-00517,ECM-CUST-1477
ECM-00518,ECM-CUST-2038
ECM-00519,ECM-CUST-2599
ECM-00520,ECM-CUST-3160
ECM-00521,ECM-CUST-0521
ECM-00522,ECM-CUST-1082
ECM-00523,ECM-CUST-1643
ECM-00524,ECM-CUST-2204
ECM-00525,ECM-CUST-2765
ECM-00526,ECM-CUST-0126
ECM-00527,ECM-CUST-0687
ECM-00528,ECM-CUST-1248
ECM-00529,ECM-CUST-1809
ECM-00530,ECM-CUST-2370
ECM-00531,ECM-CUST-2931
ECM-00532,ECM-CUST-0292
ECM-00533,ECM-CUST-0853
ECM-00534,ECM-CUST-1414
ECM-00535,ECM-CUST-1975
ECM-00536,ECM-CUST-2536
ECM-00537,ECM-CUST-3097
ECM-00538,ECM-CUST-0458
ECM-00539,ECM-CUST-1019
ECM-00540,ECM-CUST-1580
ECM-00541,ECM-CUST-2141
ECM-00542,ECM-CUST-2702
ECM-00543,ECM-CUST-0063
ECM-00544,ECM-CUST-0624
ECM-00545,ECM-CUST-1185
ECM-00546,ECM-CUST-1746
ECM-00547,ECM-CUST-2307
ECM-00548,ECM-CUST-2868
ECM-00549,ECM-CUST-0229
ECM-00550,ECM-CUST-0790
ECM-00551,ECM-CUST-1351
ECM-00552,ECM-CUST-1912
ECM-00553,ECM-CUST-2473
ECM-00554,ECM-CUST-3034
ECM-00555,ECM-CUST-0395
ECM-00556,ECM-CUST-0956
ECM-00557,ECM-CUST-1517
ECM-00558,ECM-CUST-2078
ECM-00559,ECM-CUST-2639
ECM-00560,ECM-CUST-3200
ECM-00561,ECM-CUST-0561
ECM-00562,ECM-CUST-1122
ECM-00563,ECM-CUST-1683
ECM-00564,ECM-CUST-2244
ECM-00565,ECM-CUST-2805
ECM-00566,ECM-CUST-0166
ECM-00567,ECM-CUST-0727
ECM-00568,ECM-CUST-1288
ECM-00569,ECM-CUST-1849
ECM-00570,ECM-CUST-2410
ECM-00571,ECM-CUST-2971
ECM-00572,ECM-CUST-0332
ECM-00573,ECM-CUST-0893
ECM-00574,ECM-CUST-1454
ECM-00575,ECM-CUST-2015
ECM-00576,ECM-CUST-2576
ECM-00577,ECM-CUST-3137
ECM-00578,ECM-CUST-0498
ECM-00579,ECM-CUST-1059
ECM-00580,ECM-CUST-1620
ECM-00581,ECM-CUST-2181
ECM-00582,ECM-CUST-2742
ECM-00583,ECM-CUST-0103
ECM-00584,ECM-CUST-0664
ECM-00585,ECM-CUST-1225
ECM-00586,ECM-CUST-1786
ECM-00587,ECM-CUST-2347
ECM-00588,ECM-CUST-2908
ECM-00589,ECM-CUST-0269
ECM-00590,ECM-CUST-0830
ECM-00591,ECM-CUST-1391
ECM-00592,ECM-CUST-1952
ECM-00593,ECM-CUST-2513
ECM-00594,ECM-CUST-3074
ECM-00595,ECM-CUST-0435
ECM-00596,ECM-CUST-0996
ECM-00597,ECM-CUST-1557
ECM-00598,ECM-CUST-2118
ECM-00599,ECM-CUST-2679
ECM-00600,ECM-CUST-0040
ECM-00601,ECM-CUST-0601
ECM-00602,ECM-CUST-1162
ECM-00603,ECM-CUST-1723
ECM-00604,ECM-CUST-2284
ECM-00605,ECM-CUST-2845
ECM-00606,ECM-CUST-0206
ECM-00607,ECM-CUST-0767
ECM-00608,ECM-CUST-1328
ECM-00609,ECM-CUST-1889
ECM-00610,ECM-CUST-2450
ECM-00611,ECM-CUST-3011
ECM-00612,ECM-CUST-0372
ECM-00613,ECM-CUST-0933
ECM-00614,ECM-CUST-1494
ECM-00615,ECM-CUST-2055
ECM-00616,ECM-CUST-2616
ECM-00617,ECM-CUST-3177
ECM-00618,ECM-CUST-0538
ECM-00619,ECM-CUST-1099
ECM-00620,ECM-CUST-1660
ECM-00621,ECM-CUST-2221
ECM-00622,ECM-CUST-2782
ECM-00623,ECM-CUST-0143
ECM-00624,ECM-CUST-0704
ECM-00625,ECM-CUST-1265
ECM-00626,ECM-CUST-1826
ECM-00627,ECM-CUST-2387
ECM-00628,ECM-CUST-2948
ECM-00629,ECM-CUST-0309
ECM-00630,ECM-CUST-0870
ECM-00631,ECM-CUST-1431
ECM-00632,ECM-CUST-1992
ECM-00633,ECM-CUST-2553
ECM-00634,ECM-CUST-3114
ECM-00635,ECM-CUST-0475
ECM-00636,ECM-CUST-1036
ECM-00637,ECM-CUST-1597
ECM-00638,ECM-CUST-2158
ECM-00639,ECM-CUST-2719
ECM-00640,ECM-CUST-0080
ECM-00641,ECM-CUST-0641
ECM-00642,ECM-CUST-1202
ECM-00643,ECM-CUST-1763
ECM-00644,ECM-CUST-2324
ECM-00645,ECM-CUST-2885
ECM-00646,ECM-CUST-0246
ECM-00647,ECM-CUST-0807
ECM-00648,ECM-CUST-1368
ECM-00649,ECM-CUST-1929
ECM-00650,ECM-CUST-2490
ECM-00651,ECM-CUST-3051
ECM-00652,ECM-CUST-0412
ECM-00653,ECM-CUST-0973
ECM-00654,ECM-CUST-1534
ECM-00655,ECM-CUST-2095
ECM-00656,ECM-CUST-2656
ECM-00657,ECM-CUST-0017
ECM-00658,ECM-CUST-0578
ECM-00659,ECM-CUST-1139
ECM-00660,ECM-CUST-1700
ECM-00661,ECM-CUST-2261
ECM-00662,ECM-CUST-2822
ECM-00663,ECM-CUST-0183
ECM-00664,ECM-CUST-0744
ECM-00665,ECM-CUST-1305
ECM-00666,ECM-CUST-1866
ECM-00667,ECM-CUST-2427
ECM-00668,ECM-CUST-2988
ECM-00669,ECM-CUST-0349
ECM-00670,ECM-CUST-0910
ECM-00671,ECM-CUST-1471
ECM-00672,ECM-CUST-2032
ECM-00673,ECM-CUST-2593
ECM-00674,ECM-CUST-3154
ECM-00675,ECM-CUST-0515
ECM-00676,ECM-CUST-1076
ECM-00677,ECM-CUST-1637
ECM-00678,ECM-CUST-2198
ECM-00679,ECM-CUST-2759
ECM-00680,ECM-CUST-0120
ECM-00681,ECM-CUST-0681
ECM-00682,ECM-CUST-1242
ECM-00683,ECM-CUST-1803
ECM-00684,ECM-CUST-2364
ECM-00685,ECM-CUST-2925
ECM-00686,ECM-CUST-0286
ECM-00687,ECM-CUST-0847
ECM-00688,ECM-CUST-1408
ECM-00689,ECM-CUST-1969
ECM-00690,ECM-CUST-2530
ECM-00691,ECM-CUST-3091
ECM-00692,ECM-CUST-0452
ECM-00693,ECM-CUST-1013
ECM-00694,ECM-CUST-1574
ECM-00695,ECM-CUST-2135
ECM-00696,ECM-CUST-2696
ECM-00697,ECM-CUST-0057
ECM-00698,ECM-CUST-0618
ECM-00699,ECM-CUST-1179
ECM-00700,ECM-CUST-1740
ECM-00701,ECM-CUST-2301
ECM-00702,ECM-CUST-2862
ECM-00703,ECM-CUST-0223
ECM-00704,ECM-CUST-0784
ECM-00705,ECM-CUST-1345
ECM-00706,ECM-CUST-1906
ECM-00707,ECM-CUST-2467
ECM-00708,ECM-CUST-3028
ECM-00709,ECM-CUST-0389
ECM-00710,ECM-CUST-0950
ECM-00711,ECM-CUST-1511
ECM-00712,ECM-CUST-2072
ECM-00713,ECM-CUST-2633
ECM-00714,ECM-CUST-3194
ECM-00715,ECM-CUST-0555
ECM-00716,ECM-CUST-1116
ECM-00717,ECM-CUST-1677
ECM-00718,ECM-CUST-2238
ECM-00719,ECM-CUST-2799
ECM-00720,ECM-CUST-0160
ECM-00721,ECM-CUST-0721
ECM-00722,ECM-CUST-1282
ECM-00723,ECM-CUST-1843
ECM-00724,ECM-CUST-2404
ECM-00725,ECM-CUST-2965
ECM-00726,ECM-CUST-0326
ECM-00727,ECM-CUST-0887
ECM-00728,ECM-CUST-1448
ECM-00729,ECM-CUST-2009
ECM-00730,ECM-CUST-2570
ECM-00731,ECM-CUST-3131
ECM-00732,ECM-CUST-0492
ECM-00733,ECM-CUST-1053
ECM-00734,ECM-CUST-1614
ECM-00735,ECM-CUST-2175
ECM-00736,ECM-CUST-2736
ECM-00737,ECM-CUST-0097
ECM-00738,ECM-CUST-0658
ECM-00739,ECM-CUST-1219
ECM-00740,ECM-CUST-1780
ECM-00741,ECM-CUST-2341
ECM-00742,ECM-CUST-2902
ECM-00743,ECM-CUST-0263
ECM-00744,ECM-CUST-0824
ECM-00745,ECM-CUST-1385
ECM-00746,ECM-CUST-1946
ECM-00747,ECM-CUST-2507
ECM-00748,ECM-CUST-3068
ECM-00749,ECM-CUST-0429
ECM-00750,ECM-CUST-0990
ECM-00751,ECM-CUST-1551
ECM-00752,ECM-CUST-2112
ECM-00753,ECM-CUST-2673
ECM-00754,ECM-CUST-0034
ECM-00755,ECM-CUST-0595
ECM-00756,ECM-CUST-1156
ECM-00757,ECM-CUST-1717
ECM-00758,ECM-CUST-2278
ECM-00759,ECM-CUST-2839
ECM-00760,ECM-CUST-0200
ECM-00761,ECM-CUST-0761
ECM-00762,ECM-CUST-1322
ECM-00763,ECM-CUST-1883
ECM-00764,ECM-CUST-2444
ECM-00765,ECM-CUST-3005
ECM-00766,ECM-CUST-0366
ECM-00767,ECM-CUST-0927
ECM-00768,ECM-CUST-1488
ECM-00769,ECM-CUST-2049
ECM-00770,ECM-CUST-2610
ECM-00771,ECM-CUST-3171
ECM-00772,ECM-CUST-0532
ECM-00773,ECM-CUST-1093
ECM-00774,ECM-CUST-1654
ECM-00775,ECM-CUST-2215
ECM-00776,ECM-CUST-2776
